T,Delta,pO2
568.02502,-9.08E-05,0.028
568.07599,-1.92E-04,0.028
568.14203,-1.89E-04,0.028
568.21002,-2.37E-04,0.028
568.27399,-2.82E-04,0.028
568.35901,-2.42E-04,0.028
568.42499,-2.30E-04,0.028
568.487,-2.55E-04,0.028
568.55603,-2.74E-04,0.028
568.61902,-2.97E-04,0.028
568.68799,-3.91E-04,0.028
568.75403,-2.70E-04,0.028
568.82202,-2.37E-04,0.028
568.88599,-2.41E-04,0.028
568.95697,-2.37E-04,0.028
569.01703,-2.44E-04,0.028
569.08398,-2.47E-04,0.028
569.14801,-2.53E-04,0.028
569.22101,-2.73E-04,0.028
569.29401,-2.66E-04,0.028
569.35101,-2.37E-04,0.028
569.41602,-2.13E-04,0.028
569.48199,-2.19E-04,0.028
569.55701,-2.04E-04,0.028
569.62,-2.07E-04,0.028
569.68103,-2.18E-04,0.028
569.745,-2.12E-04,0.028
569.82397,-1.88E-04,0.028
569.88702,-2.39E-04,0.028
569.953,-2.52E-04,0.028
570.02698,-2.56E-04,0.028
570.099,-3.61E-04,0.028
570.151,-3.42E-04,0.028
570.224,-2.39E-04,0.028
570.28101,-2.21E-04,0.028
570.35498,-2.40E-04,0.028
570.42297,-2.45E-04,0.028
570.48999,-2.32E-04,0.028
570.55902,-2.14E-04,0.028
570.61798,-2.13E-04,0.028
570.68597,-2.28E-04,0.028
570.75299,-2.13E-04,0.028
570.81799,-2.11E-04,0.028
570.88898,-2.18E-04,0.028
570.953,-2.12E-04,0.028
571.02698,-2.04E-04,0.028
571.09003,-2.06E-04,0.028
571.15302,-2.28E-04,0.028
571.21802,-2.31E-04,0.028
571.27899,-2.32E-04,0.028
571.35199,-2.54E-04,0.028
571.422,-2.75E-04,0.028
571.487,-2.49E-04,0.028
571.55701,-2.25E-04,0.028
571.62097,-2.53E-04,0.028
571.68597,-2.38E-04,0.028
571.75098,-2.31E-04,0.028
571.81799,-2.16E-04,0.028
571.88202,-1.89E-04,0.028
571.95398,-2.18E-04,0.028
572.01898,-2.48E-04,0.028
572.08502,-2.40E-04,0.028
572.14697,-2.46E-04,0.028
572.21198,-2.59E-04,0.028
572.284,-2.27E-04,0.028
572.35101,-2.51E-04,0.028
572.42798,-2.40E-04,0.028
572.49597,-2.79E-04,0.028
572.54901,-2.82E-04,0.028
572.62,-2.51E-04,0.028
572.67902,-2.49E-04,0.028
572.75403,-2.51E-04,0.028
572.81,-2.55E-04,0.028
572.88501,-2.32E-04,0.028
572.95099,-2.11E-04,0.028
573.01703,-2.74E-04,0.028
573.073,-3.01E-04,0.028
573.14697,-2.54E-04,0.028
573.21503,-2.34E-04,0.028
573.28601,-2.02E-04,0.028
573.35199,-2.13E-04,0.028
573.41101,-2.66E-04,0.028
573.48297,-2.60E-04,0.028
573.54303,-2.58E-04,0.028
573.61401,-2.21E-04,0.028
573.67102,-1.93E-04,0.028
573.745,-2.13E-04,0.028
573.82202,-2.38E-04,0.028
573.88098,-1.93E-04,0.028
573.94897,-1.65E-04,0.028
574.01202,-1.89E-04,0.028
574.07599,-1.95E-04,0.028
574.146,-2.05E-04,0.028
574.20898,-2.27E-04,0.028
574.27899,-2.45E-04,0.028
574.34399,-2.26E-04,0.028
574.40399,-2.46E-04,0.028
574.48199,-2.62E-04,0.028
574.547,-2.62E-04,0.028
574.60699,-2.13E-04,0.028
574.67499,-2.27E-04,0.028
574.73999,-2.35E-04,0.028
574.80902,-1.90E-04,0.028
574.875,-2.02E-04,0.028
574.94,-2.09E-04,0.028
575.01001,-2.12E-04,0.028
575.08002,-2.30E-04,0.028
575.14203,-2.27E-04,0.028
575.20898,-2.32E-04,0.028
575.27502,-2.49E-04,0.028
575.34198,-2.54E-04,0.028
575.409,-2.51E-04,0.028
575.47498,-2.55E-04,0.028
575.54401,-2.49E-04,0.028
575.61298,-2.42E-04,0.028
575.68103,-2.16E-04,0.028
575.73999,-2.90E-04,0.028
575.80902,-2.69E-04,0.028
575.87598,-2.52E-04,0.028
575.93597,-2.44E-04,0.028
576.00702,-2.28E-04,0.028
576.07202,-2.12E-04,0.028
576.14203,-2.10E-04,0.028
576.20697,-2.49E-04,0.028
576.27802,-2.24E-04,0.028
576.34399,-2.20E-04,0.028
576.41302,-2.30E-04,0.028
576.47601,-2.60E-04,0.028
576.547,-2.82E-04,0.028
576.60901,-2.79E-04,0.028
576.68298,-2.62E-04,0.028
576.74902,-1.83E-04,0.028
576.81702,-1.95E-04,0.028
576.88,-1.83E-04,0.028
576.94299,-1.95E-04,0.028
577.01801,-2.21E-04,0.028
577.08698,-2.21E-04,0.028
577.14697,-2.11E-04,0.028
577.21002,-2.06E-04,0.028
577.28699,-2.51E-04,0.028
577.35199,-2.49E-04,0.028
577.41302,-2.45E-04,0.028
577.48602,-2.66E-04,0.028
577.54901,-2.54E-04,0.028
577.61798,-2.34E-04,0.028
577.68103,-2.27E-04,0.028
577.74298,-2.27E-04,0.028
577.81299,-2.25E-04,0.028
577.88501,-2.28E-04,0.028
577.94598,-2.28E-04,0.028
578.01599,-2.19E-04,0.028
578.07599,-2.00E-04,0.028
578.14502,-2.06E-04,0.028
578.21198,-2.28E-04,0.028
578.28003,-2.44E-04,0.028
578.34601,-2.42E-04,0.028
578.41803,-2.20E-04,0.028
578.48102,-2.25E-04,0.028
578.54797,-2.25E-04,0.028
578.60797,-2.30E-04,0.028
578.677,-2.34E-04,0.028
578.74701,-2.39E-04,0.028
578.81598,-2.39E-04,0.028
578.88397,-2.42E-04,0.028
578.95099,-2.38E-04,0.028
579.01898,-1.98E-04,0.028
579.08002,-2.14E-04,0.028
579.14099,-2.19E-04,0.028
579.21399,-2.13E-04,0.028
579.28101,-1.96E-04,0.028
579.34399,-1.97E-04,0.028
579.409,-1.95E-04,0.028
579.479,-2.13E-04,0.028
579.547,-2.46E-04,0.028
579.60999,-2.34E-04,0.028
579.68597,-2.70E-04,0.028
579.74902,-2.55E-04,0.028
579.815,-2.34E-04,0.028
579.88501,-2.19E-04,0.028
579.94397,-2.38E-04,0.028
580.01001,-2.14E-04,0.028
580.078,-2.02E-04,0.028
580.14203,-2.19E-04,0.028
580.21698,-2.18E-04,0.028
580.27502,-2.16E-04,0.028
580.349,-2.16E-04,0.028
580.414,-2.03E-04,0.028
580.47803,-2.42E-04,0.028
580.55402,-2.66E-04,0.028
580.61902,-2.24E-04,0.028
580.677,-2.38E-04,0.028
580.75299,-2.48E-04,0.028
580.81598,-2.46E-04,0.028
580.875,-2.27E-04,0.028
580.94598,-2.23E-04,0.028
581.01001,-2.04E-04,0.028
581.07501,-2.00E-04,0.028
581.14099,-1.96E-04,0.028
581.21503,-2.06E-04,0.028
581.27899,-2.09E-04,0.028
581.34802,-1.98E-04,0.028
581.40698,-2.66E-04,0.028
581.47803,-2.38E-04,0.028
581.54199,-2.18E-04,0.028
581.60498,-2.38E-04,0.028
581.67102,-2.73E-04,0.028
581.74402,-2.87E-04,0.028
581.81097,-2.65E-04,0.028
581.87598,-2.49E-04,0.028
581.94,-2.31E-04,0.028
582.00598,-2.28E-04,0.028
582.07098,-2.23E-04,0.028
582.14203,-2.21E-04,0.028
582.21997,-2.25E-04,0.028
582.28302,-2.00E-04,0.028
582.34497,-2.10E-04,0.028
582.41602,-2.09E-04,0.028
582.47302,-2.41E-04,0.028
582.54401,-2.37E-04,0.028
582.61401,-2.54E-04,0.028
582.672,-2.42E-04,0.028
582.73999,-2.26E-04,0.028
582.80402,-2.14E-04,0.028
582.87201,-2.27E-04,0.028
582.93298,-2.49E-04,0.028
583.005,-2.49E-04,0.028
583.07703,-2.07E-04,0.028
583.14099,-1.79E-04,0.028
583.21002,-1.71E-04,0.028
583.27802,-2.14E-04,0.028
583.34302,-2.61E-04,0.028
583.40698,-2.47E-04,0.028
583.47101,-2.52E-04,0.028
583.539,-2.48E-04,0.028
583.60797,-2.19E-04,0.028
583.67102,-2.30E-04,0.028
583.73499,-2.34E-04,0.028
583.80902,-2.10E-04,0.028
583.87799,-2.11E-04,0.028
583.93799,-2.12E-04,0.028
584.00403,-2.06E-04,0.028
584.06702,-2.07E-04,0.028
584.13898,-2.13E-04,0.028
584.203,-2.25E-04,0.028
584.26898,-1.89E-04,0.028
584.35199,-1.79E-04,0.028
584.39801,-1.81E-04,0.028
584.46503,-1.88E-04,0.028
584.54498,-2.20E-04,0.028
584.60602,-2.61E-04,0.028
584.67999,-2.74E-04,0.028
584.73999,-2.56E-04,0.028
584.80298,-2.35E-04,0.028
584.87,-2.34E-04,0.028
584.93903,-2.40E-04,0.028
585.01001,-2.25E-04,0.028
585.07599,-2.06E-04,0.028
585.138,-2.39E-04,0.028
585.216,-2.26E-04,0.028
585.27399,-1.84E-04,0.028
585.336,-1.71E-04,0.028
585.409,-2.34E-04,0.028
585.47302,-2.19E-04,0.028
585.547,-1.89E-04,0.028
585.61499,-2.52E-04,0.028
585.67499,-2.68E-04,0.028
585.73999,-3.36E-04,0.028
585.80902,-2.98E-04,0.028
585.87903,-1.76E-04,0.028
585.94397,-1.18E-04,0.028
586.01001,-1.96E-04,0.028
586.07001,-2.21E-04,0.028
586.14398,-2.04E-04,0.028
586.21399,-2.19E-04,0.028
586.27399,-1.84E-04,0.028
586.34198,-1.67E-04,0.028
586.40601,-1.86E-04,0.028
586.47101,-2.28E-04,0.028
586.547,-2.28E-04,0.028
586.60699,-2.34E-04,0.028
586.67401,-2.20E-04,0.028
586.73901,-2.03E-04,0.028
586.80902,-2.25E-04,0.028
586.86798,-2.96E-04,0.028
586.94098,-2.53E-04,0.028
587.00897,-2.03E-04,0.028
587.07898,-2.26E-04,0.028
587.14899,-2.13E-04,0.028
587.20697,-2.10E-04,0.028
587.27899,-1.85E-04,0.028
587.33698,-1.27E-04,0.028
587.40503,-1.49E-04,0.028
587.47101,-1.95E-04,0.028
587.53699,-2.58E-04,0.028
587.61298,-2.61E-04,0.028
587.67999,-2.40E-04,0.028
587.73901,-2.11E-04,0.028
587.81,-1.91E-04,0.028
587.87201,-2.62E-04,0.028
587.94397,-2.28E-04,0.028
588.00702,-2.04E-04,0.028
588.08099,-1.98E-04,0.028
588.146,-1.93E-04,0.028
588.211,-2.49E-04,0.028
588.271,-2.20E-04,0.028
588.33698,-1.85E-04,0.028
588.41101,-1.77E-04,0.028
588.474,-1.74E-04,0.028
588.54303,-2.10E-04,0.028
588.60699,-2.51E-04,0.028
588.677,-2.38E-04,0.028
588.73901,-1.97E-04,0.028
588.80798,-1.48E-04,0.028
588.87299,-1.64E-04,0.028
588.94098,-2.23E-04,0.028
589.008,-2.21E-04,0.028
589.07098,-2.13E-04,0.028
589.14801,-2.27E-04,0.028
589.21301,-2.31E-04,0.028
589.26703,-2.19E-04,0.028
589.33502,-1.95E-04,0.028
589.40698,-2.03E-04,0.028
589.47601,-2.04E-04,0.028
589.53699,-2.09E-04,0.028
589.60101,-2.14E-04,0.028
589.66803,-1.93E-04,0.028
589.73297,-2.00E-04,0.028
589.79199,-2.45E-04,0.028
589.87097,-2.14E-04,0.028
589.93201,-2.35E-04,0.028
589.99902,-2.39E-04,0.028
590.065,-2.86E-04,0.028
590.13,-2.68E-04,0.028
590.20203,-1.82E-04,0.028
590.26801,-1.85E-04,0.028
590.34003,-2.04E-04,0.028
590.39801,-2.11E-04,0.028
590.461,-2.03E-04,0.028
590.53998,-1.92E-04,0.028
590.59998,-1.98E-04,0.028
590.66302,-2.39E-04,0.028
590.72803,-2.21E-04,0.028
590.80402,-1.14E-04,0.028
590.86902,-1.16E-04,0.028
590.935,-1.89E-04,0.028
591.00598,-2.30E-04,0.028
591.06897,-2.35E-04,0.028
591.133,-1.96E-04,0.028
591.19897,-1.81E-04,0.028
591.271,-1.92E-04,0.028
591.33698,-2.12E-04,0.028
591.40503,-2.67E-04,0.028
591.46899,-3.15E-04,0.028
591.53101,-2.95E-04,0.028
591.60303,-1.97E-04,0.028
591.66602,-1.79E-04,0.028
591.73499,-1.92E-04,0.028
591.79498,-2.13E-04,0.028
591.86798,-2.23E-04,0.028
591.935,-2.19E-04,0.028
591.995,-2.12E-04,0.028
592.065,-2.05E-04,0.028
592.13098,-2.05E-04,0.028
592.19098,-1.72E-04,0.028
592.25598,-1.72E-04,0.028
592.32898,-1.84E-04,0.028
592.40002,-2.44E-04,0.028
592.46503,-2.61E-04,0.028
592.53198,-2.23E-04,0.028
592.59601,-1.95E-04,0.028
592.664,-2.10E-04,0.028
592.72699,-2.16E-04,0.028
592.79602,-2.23E-04,0.028
592.862,-2.28E-04,0.028
592.92999,-2.16E-04,0.028
592.99701,-2.23E-04,0.028
593.06201,-2.06E-04,0.028
593.13397,-1.92E-04,0.028
593.198,-1.97E-04,0.028
593.263,-2.59E-04,0.028
593.336,-1.96E-04,0.028
593.39398,-1.92E-04,0.028
593.46899,-2.03E-04,0.028
593.52802,-2.00E-04,0.028
593.59497,-2.09E-04,0.028
593.664,-2.04E-04,0.028
593.72699,-1.96E-04,0.028
593.79498,-1.95E-04,0.028
593.87097,-1.95E-04,0.028
593.92603,-2.35E-04,0.028
593.992,-2.13E-04,0.028
594.06201,-1.37E-04,0.028
594.13,-1.47E-04,0.028
594.20099,-1.92E-04,0.028
594.26001,-2.32E-04,0.028
594.32898,-2.23E-04,0.028
594.388,-2.00E-04,0.028
594.45898,-2.20E-04,0.028
594.52899,-2.65E-04,0.028
594.59497,-2.61E-04,0.028
594.659,-2.56E-04,0.028
594.73297,-2.63E-04,0.028
594.797,-2.54E-04,0.028
594.86401,-2.26E-04,0.028
594.93201,-2.06E-04,0.028
594.99902,-2.04E-04,0.028
595.06403,-2.31E-04,0.028
595.13202,-2.10E-04,0.028
595.19501,-1.79E-04,0.028
595.26501,-2.27E-04,0.028
595.328,-2.54E-04,0.028
595.40198,-2.32E-04,0.028
595.45599,-2.28E-04,0.028
595.53497,-2.46E-04,0.028
595.59497,-2.51E-04,0.028
595.65802,-2.42E-04,0.028
595.73199,-2.55E-04,0.028
595.79303,-2.11E-04,0.028
595.86798,-2.04E-04,0.028
595.92798,-2.17E-04,0.028
595.995,-2.37E-04,0.028
596.07098,-2.30E-04,0.028
596.13397,-2.07E-04,0.028
596.20001,-2.05E-04,0.028
596.25897,-1.92E-04,0.028
596.32501,-2.13E-04,0.028
596.39301,-2.00E-04,0.028
596.46399,-1.89E-04,0.028
596.53101,-1.98E-04,0.028
596.59601,-1.85E-04,0.028
596.65002,-1.76E-04,0.028
596.73199,-1.56E-04,0.028
596.79401,-1.57E-04,0.028
596.86401,-1.98E-04,0.028
596.92499,-2.16E-04,0.028
596.99701,-2.31E-04,0.028
597.06598,-1.68E-04,0.028
597.13202,-1.86E-04,0.028
597.19598,-2.13E-04,0.028
597.26099,-2.07E-04,0.028
597.32599,-1.90E-04,0.028
597.39001,-1.97E-04,0.028
597.45502,-1.88E-04,0.028
597.52301,-1.85E-04,0.028
597.57898,-1.23E-04,0.028
597.64801,-1.61E-04,0.028
597.71802,-2.39E-04,0.028
597.79199,-2.34E-04,0.028
597.85303,-2.13E-04,0.028
597.92499,-2.42E-04,0.028
597.987,-2.28E-04,0.028
598.06403,-1.62E-04,0.028
598.13202,-2.06E-04,0.028
598.19702,-2.23E-04,0.028
598.26001,-2.32E-04,0.028
598.32599,-2.19E-04,0.028
598.39301,-2.06E-04,0.028
598.46802,-2.09E-04,0.028
598.53302,-1.64E-04,0.028
598.591,-2.04E-04,0.028
598.659,-2.00E-04,0.028
598.73102,-2.19E-04,0.028
598.79498,-2.24E-04,0.028
598.85699,-1.98E-04,0.028
598.922,-1.89E-04,0.028
598.992,-1.96E-04,0.028
599.05298,-2.09E-04,0.028
599.12598,-2.02E-04,0.028
599.18298,-1.71E-04,0.028
599.24402,-1.83E-04,0.028
599.31201,-1.90E-04,0.028
599.38098,-1.95E-04,0.028
599.45697,-1.96E-04,0.028
599.52197,-1.86E-04,0.028
599.58197,-1.98E-04,0.028
599.65601,-2.10E-04,0.028
599.724,-1.49E-04,0.028
599.789,-1.92E-04,0.028
599.85602,-2.06E-04,0.028
599.92999,-1.84E-04,0.028
599.99298,-1.95E-04,0.028
600.05902,-2.13E-04,0.028
600.12799,-1.89E-04,0.028
600.19397,-1.85E-04,0.028
600.26398,-1.79E-04,0.028
600.32599,-1.74E-04,0.028
600.39301,-1.84E-04,0.028
600.46899,-2.02E-04,0.028
600.53101,-2.06E-04,0.028
600.59497,-2.14E-04,0.028
600.66998,-1.89E-04,0.028
600.72699,-1.84E-04,0.028
600.79498,-1.78E-04,0.028
600.85699,-1.86E-04,0.028
600.92401,-1.86E-04,0.028
600.992,-1.96E-04,0.028
601.07098,-2.00E-04,0.028
601.12201,-1.92E-04,0.028
601.19598,-1.93E-04,0.028
601.25702,-2.05E-04,0.028
601.33002,-2.04E-04,0.028
601.388,-1.90E-04,0.028
601.453,-1.79E-04,0.028
601.52399,-2.04E-04,0.028
601.58801,-1.84E-04,0.028
601.65601,-1.37E-04,0.028
601.716,-2.12E-04,0.028
601.77899,-2.48E-04,0.028
601.84399,-2.42E-04,0.028
601.91699,-1.74E-04,0.028
601.98602,-1.57E-04,0.028
602.04999,-1.47E-04,0.028
602.11102,-2.12E-04,0.028
602.17999,-2.28E-04,0.028
602.255,-1.92E-04,0.028
602.31097,-1.75E-04,0.028
602.38599,-1.61E-04,0.028
602.45099,-1.79E-04,0.028
602.51099,-2.07E-04,0.028
602.58398,-2.12E-04,0.028
602.64398,-1.67E-04,0.028
602.71503,-2.82E-04,0.028
602.77899,-3.45E-04,0.028
602.85199,-1.05E-04,0.028
602.92297,-1.06E-04,0.028
602.98602,-2.06E-04,0.028
603.05798,-1.70E-04,0.028
603.12097,-1.70E-04,0.028
603.18103,-1.95E-04,0.028
603.23999,-1.83E-04,0.028
603.30798,-1.60E-04,0.028
603.37097,-1.81E-04,0.028
603.43799,-1.63E-04,0.028
603.50598,-1.75E-04,0.028
603.57397,-1.90E-04,0.028
603.64502,-1.90E-04,0.028
603.711,-1.89E-04,0.028
603.78003,-2.03E-04,0.028
603.85101,-2.00E-04,0.028
603.91101,-1.92E-04,0.028
603.98499,-1.72E-04,0.028
604.04602,-1.65E-04,0.028
604.10699,-1.83E-04,0.028
604.18402,-2.26E-04,0.028
604.24902,-2.04E-04,0.028
604.32397,-1.85E-04,0.028
604.38202,-1.92E-04,0.028
604.44897,-2.10E-04,0.028
604.51099,-1.96E-04,0.028
604.57898,-1.71E-04,0.028
604.64398,-1.64E-04,0.028
604.71399,-1.47E-04,0.028
604.77698,-1.47E-04,0.028
604.84497,-1.47E-04,0.028
604.90802,-1.32E-04,0.028
604.97498,-1.78E-04,0.028
605.03302,-1.50E-04,0.028
605.09998,-1.36E-04,0.028
605.16699,-1.26E-04,0.028
605.23901,-2.52E-04,0.028
605.29999,-2.21E-04,0.028
605.37299,-9.55E-05,0.028
605.43799,-1.75E-04,0.028
605.49902,-2.52E-04,0.028
605.56598,-2.27E-04,0.028
605.62903,-2.02E-04,0.028
605.698,-1.72E-04,0.028
605.77197,-1.68E-04,0.028
605.83301,-6.51E-05,0.028
605.90698,-6.98E-05,0.028
605.96899,-1.48E-04,0.028
606.039,-2.05E-04,0.028
606.10901,-2.00E-04,0.028
606.17102,-2.11E-04,0.028
606.23901,-1.82E-04,0.028
606.30499,-1.85E-04,0.028
606.37097,-2.03E-04,0.028
606.435,-2.16E-04,0.028
606.50403,-2.80E-04,0.028
606.57397,-2.19E-04,0.028
606.63397,-1.81E-04,0.028
606.703,-1.85E-04,0.028
606.76898,-1.58E-04,0.028
606.83801,-1.71E-04,0.028
606.90302,-1.60E-04,0.028
606.96002,-1.57E-04,0.028
607.03198,-1.53E-04,0.028
607.09802,-1.71E-04,0.028
607.16602,-1.79E-04,0.028
607.23401,-1.86E-04,0.028
607.30499,-1.77E-04,0.028
607.36401,-1.58E-04,0.028
607.42902,-1.86E-04,0.028
607.487,-1.89E-04,0.028
607.56299,-1.51E-04,0.028
607.62701,-1.50E-04,0.028
607.69202,-1.67E-04,0.028
607.75201,-1.22E-04,0.028
607.80701,-1.06E-04,0.028
607.883,-1.16E-04,0.028
607.95502,-1.47E-04,0.028
608.02502,-1.56E-04,0.028
608.09399,-1.83E-04,0.028
608.14801,-2.04E-04,0.028
608.21899,-1.50E-04,0.028
608.28198,-1.37E-04,0.028
608.34198,-1.95E-04,0.028
608.41998,-2.12E-04,0.028
608.48401,-1.67E-04,0.028
608.55402,-1.64E-04,0.028
608.62,-2.04E-04,0.028
608.68701,-1.57E-04,0.028
608.745,-1.41E-04,0.028
608.82001,-1.48E-04,0.028
608.888,-1.48E-04,0.028
608.95001,-9.66E-05,0.028
609.01599,-5.70E-05,0.028
609.08698,-1.71E-04,0.028
609.15399,-2.56E-04,0.028
609.20697,-2.55E-04,0.028
609.28302,-2.58E-04,0.028
609.35303,-2.14E-04,0.028
609.41498,-1.95E-04,0.028
609.48499,-1.71E-04,0.028
609.55103,-1.48E-04,0.028
609.62201,-1.69E-04,0.028
609.68402,-1.77E-04,0.028
609.75,-1.74E-04,0.028
609.81799,-1.34E-04,0.028
609.883,-9.55E-05,0.028
609.94897,-1.16E-04,0.028
610.01202,-1.43E-04,0.028
610.08698,-1.33E-04,0.028
610.14502,-1.18E-04,0.028
610.20801,-1.27E-04,0.028
610.28101,-1.81E-04,0.028
610.34802,-1.97E-04,0.028
610.422,-1.95E-04,0.028
610.49597,-1.54E-04,0.028
610.54303,-1.27E-04,0.028
610.617,-1.36E-04,0.028
610.68903,-1.53E-04,0.028
610.758,-2.16E-04,0.028
610.82098,-1.86E-04,0.028
610.88898,-1.41E-04,0.028
610.95502,-1.26E-04,0.028
611.01703,-1.42E-04,0.028
611.08899,-1.53E-04,0.028
611.14697,-1.69E-04,0.028
611.20898,-1.51E-04,0.028
611.28497,-1.28E-04,0.028
611.34998,-1.61E-04,0.028
611.42401,-1.56E-04,0.028
611.47699,-1.40E-04,0.028
611.54797,-1.71E-04,0.028
611.612,-1.71E-04,0.028
611.67902,-1.56E-04,0.028
611.74597,-9.55E-05,0.028
611.81097,-1.82E-04,0.028
611.88098,-1.93E-04,0.028
611.94,-1.54E-04,0.028
612.01001,-1.41E-04,0.028
612.06702,-8.73E-05,0.028
612.14203,-1.68E-04,0.028
612.20697,-1.95E-04,0.028
612.27301,-1.53E-04,0.028
612.34003,-1.53E-04,0.028
612.40399,-1.82E-04,0.028
612.47998,-1.81E-04,0.028
612.54401,-1.56E-04,0.028
612.60498,-1.53E-04,0.028
612.67401,-1.65E-04,0.028
612.73999,-1.74E-04,0.028
612.80402,-1.40E-04,0.028
612.87,-1.37E-04,0.028
612.93597,-1.57E-04,0.028
613.00098,-1.51E-04,0.028
613.07001,-1.11E-04,0.028
613.13702,-1.19E-04,0.028
613.20398,-1.64E-04,0.028
613.26898,-1.43E-04,0.028
613.33301,-1.23E-04,0.028
613.40399,-1.35E-04,0.028
613.46802,-1.55E-04,0.028
613.52301,-1.58E-04,0.028
613.59497,-1.77E-04,0.028
613.659,-2.13E-04,0.028
613.72601,-1.43E-04,0.028
613.79602,-1.15E-04,0.028
613.85797,-1.09E-04,0.028
613.927,-1.11E-04,0.028
613.99597,-1.13E-04,0.028
614.05902,-1.13E-04,0.028
614.13599,-1.01E-04,0.028
614.198,-1.06E-04,0.028
614.263,-1.07E-04,0.028
614.33099,-1.13E-04,0.028
614.39301,-1.32E-04,0.028
614.46899,-1.50E-04,0.028
614.53601,-1.15E-04,0.028
614.60199,-1.29E-04,0.028
614.66101,-1.85E-04,0.028
614.72601,-1.62E-04,0.028
614.789,-1.29E-04,0.028
614.85999,-1.08E-04,0.028
614.93298,-1.28E-04,0.028
615,-1.43E-04,0.028
615.06201,-1.20E-04,0.028
615.12201,-1.29E-04,0.028
615.19299,-1.16E-04,0.028
615.25299,-1.04E-04,0.028
615.32703,-1.13E-04,0.028
615.39398,-1.07E-04,0.028
615.46002,-1.01E-04,0.028
615.51099,-1.01E-04,0.028
615.58698,-1.29E-04,0.028
615.65302,-1.62E-04,0.028
615.72198,-1.90E-04,0.028
615.78998,-1.63E-04,0.028
615.85699,-1.37E-04,0.028
615.92401,-1.12E-04,0.028
615.98901,-1.13E-04,0.028
616.05798,-1.11E-04,0.028
616.12701,-1.44E-04,0.028
616.19299,-1.42E-04,0.028
616.25897,-1.20E-04,0.028
616.31897,-9.78E-05,0.028
616.39301,-1.09E-04,0.028
616.45697,-1.08E-04,0.028
616.52197,-7.10E-05,0.028
616.58899,-1.14E-04,0.028
616.65503,-1.35E-04,0.028
616.71802,-1.08E-04,0.028
616.79401,-1.37E-04,0.028
616.85498,-1.83E-04,0.028
616.92499,-1.62E-04,0.028
616.98401,-1.39E-04,0.028
617.05103,-1.05E-04,0.028
617.12,-1.26E-04,0.028
617.18402,-1.28E-04,0.028
617.24799,-7.21E-05,0.028
617.30902,-8.38E-05,0.028
617.37201,-1.07E-04,0.028
617.44702,-1.00E-04,0.028
617.513,-8.61E-05,0.028
617.58398,-1.97E-04,0.028
617.64801,-1.85E-04,0.028
617.71301,-1.36E-04,0.028
617.78998,-1.20E-04,0.028
617.84698,-1.50E-04,0.028
617.91101,-1.40E-04,0.028
617.97998,-1.07E-04,0.028
618.052,-6.51E-05,0.028
618.12,-1.57E-04,0.028
618.17499,-1.41E-04,0.028
618.245,-7.33E-05,0.028
618.31403,-1.34E-04,0.028
618.38397,-1.25E-04,0.028
618.44299,-1.18E-04,0.028
618.51703,-1.12E-04,0.028
618.578,-5.58E-05,0.028
618.64801,-6.98E-05,0.028
618.71503,-1.29E-04,0.028
618.77698,-1.44E-04,0.028
618.84302,-1.18E-04,0.028
618.90503,-1.13E-04,0.028
618.97498,-1.11E-04,0.028
619.03302,-1.20E-04,0.028
619.10602,-1.79E-04,0.028
619.17102,-1.06E-04,0.028
619.23102,-8.03E-05,0.028
619.30798,-1.05E-04,0.028
619.375,-1.16E-04,0.028
619.43903,-2.66E-05,0.028
619.50897,-4.76E-05,0.028
619.57898,-6.86E-05,0.028
619.64099,-9.20E-05,0.028
619.71802,-1.13E-04,0.028
619.77802,-1.12E-04,0.028
619.84698,-1.15E-04,0.028
619.914,-1.32E-04,0.028
619.98199,-1.14E-04,0.028
620.04498,-1.23E-04,0.028
620.11902,-1.41E-04,0.028
620.18402,-1.26E-04,0.028
620.24799,-4.41E-05,0.028
620.31403,-5.35E-05,0.028
620.38202,-4.65E-05,0.028
620.44501,-9.43E-05,0.028
620.51001,-1.43E-04,0.028
620.57501,-1.33E-04,0.028
620.63202,-1.19E-04,0.028
620.703,-5.58E-05,0.028
620.76801,-4.18E-05,0.028
620.84003,-5.93E-05,0.028
620.90399,-1.20E-04,0.028
620.97101,-1.37E-04,0.028
621.034,-1.15E-04,0.028
621.10101,-1.71E-04,0.028
621.16302,-1.30E-04,0.028
621.23901,-1.64E-04,0.028
621.29999,-1.47E-04,0.028
621.367,-1.06E-04,0.028
621.42902,-1.05E-04,0.028
621.50201,-7.68E-05,0.028
621.56598,-7.91E-05,0.028
621.62903,-9.31E-05,0.028
621.698,-9.08E-05,0.028
621.76703,-9.66E-05,0.028
621.83197,-1.32E-04,0.028
621.89899,-1.25E-04,0.028
621.96301,-1.16E-04,0.028
622.03802,-1.20E-04,0.028
622.104,-1.07E-04,0.028
622.16699,-1.29E-04,0.028
622.242,-1.34E-04,0.028
622.31201,-1.44E-04,0.028
622.37799,-1.33E-04,0.028
622.448,-1.05E-04,0.028
622.513,-7.80E-05,0.028
622.59003,-7.10E-05,0.028
622.65198,-1.14E-04,0.028
622.71399,-9.31E-05,0.028
622.79102,-7.80E-05,0.028
622.85901,-8.96E-05,0.028
622.922,2.38E-04,0.028
622.98999,-1.04E-04,0.028
623.05402,-1.88E-04,0.028
623.12201,-2.28E-04,0.028
623.19098,-2.16E-04,0.028
