T,Delta,pO2
487.216,-9.04E-05,0.075
487.284,-9.74E-05,0.075
487.354,-8.69E-05,0.075
487.42001,-7.87E-05,0.075
487.48999,-7.52E-05,0.075
487.55301,-7.52E-05,0.075
487.62299,-6.36E-05,0.075
487.681,-4.84E-05,0.075
487.755,-7.29E-05,0.075
487.823,-1.02E-04,0.075
487.88599,-8.69E-05,0.075
487.94699,-5.07E-05,0.075
488.021,-1.81E-05,0.075
488.08801,-8.22E-05,0.075
488.159,-1.06E-04,0.075
488.22299,-1.06E-04,0.075
488.28699,-1.14E-04,0.075
488.35001,-9.27E-05,0.075
488.418,-7.41E-05,0.075
488.48999,-7.06E-05,0.075
488.55499,-8.22E-05,0.075
488.62,-7.52E-05,0.075
488.681,-6.39E-06,0.075
488.75299,-4.49E-05,0.075
488.82199,-9.39E-05,0.075
488.89001,-8.11E-05,0.075
488.94299,-7.29E-05,0.075
489.02399,-7.64E-05,0.075
489.086,-7.64E-05,0.075
489.142,-8.11E-05,0.075
489.20801,-7.29E-05,0.075
489.27499,-2.74E-05,0.075
489.34,-3.32E-05,0.075
489.40399,-8.34E-05,0.075
489.478,-7.41E-05,0.075
489.543,-6.59E-05,0.075
489.60501,-6.12E-05,0.075
489.66299,-8.11E-05,0.075
489.724,-6.94E-05,0.075
489.81,-4.96E-05,0.075
489.875,-5.66E-05,0.075
489.94501,-9.51E-05,0.075
490.00601,-9.27E-05,0.075
490.07401,-8.22E-05,0.075
490.13599,-7.99E-05,0.075
490.21399,-6.71E-05,0.075
490.27399,-6.59E-05,0.075
490.34201,-6.94E-05,0.075
490.409,-6.36E-05,0.075
490.479,-7.41E-05,0.075
490.539,-6.94E-05,0.075
490.60199,-8.81E-05,0.075
490.68201,-6.71E-05,0.075
490.74701,-6.59E-05,0.075
490.814,-5.54E-05,0.075
490.871,-5.19E-05,0.075
490.939,-3.21E-05,0.075
491.00601,-6.71E-05,0.075
491.07101,-9.97E-05,0.075
491.142,-7.76E-05,0.075
491.20401,-9.39E-05,0.075
491.26599,-9.62E-05,0.075
491.336,-9.04E-05,0.075
491.405,-1.03E-04,0.075
491.46701,-7.29E-05,0.075
491.534,-6.01E-05,0.075
491.60501,-6.94E-05,0.075
491.67599,-4.84E-05,0.075
491.741,-4.26E-05,0.075
491.80801,-4.26E-05,0.075
491.875,-7.64E-05,0.075
491.93399,-8.34E-05,0.075
492.00201,-8.92E-05,0.075
492.07401,-7.64E-05,0.075
492.13599,-4.02E-05,0.075
492.20401,-3.79E-05,0.075
492.27399,-6.94E-05,0.075
492.341,-3.79E-05,0.075
492.40601,-2.97E-05,0.075
492.48199,-7.52E-05,0.075
492.539,-9.51E-05,0.075
492.60501,-7.99E-05,0.075
492.664,-4.26E-05,0.075
492.729,-4.14E-05,0.075
492.80399,-6.36E-05,0.075
492.871,-5.42E-05,0.075
492.935,-3.91E-05,0.075
493.004,-7.64E-05,0.075
493.073,-8.81E-05,0.075
493.133,-9.04E-05,0.075
493.202,-9.39E-05,0.075
493.267,-6.12E-05,0.075
493.33701,-1.22E-05,0.075
493.39899,-3.79E-05,0.075
493.46701,-6.36E-05,0.075
493.53699,-6.12E-05,0.075
493.60501,-6.71E-05,0.075
493.668,-7.64E-05,0.075
493.73801,-6.12E-05,0.075
493.797,-7.87E-05,0.075
493.86499,-1.01E-04,0.075
493.93399,-9.27E-05,0.075
493.99701,-7.87E-05,0.075
494.064,-5.42E-05,0.075
494.134,-5.07E-05,0.075
494.19699,-6.12E-05,0.075
494.263,-4.14E-05,0.075
494.33401,-5.19E-05,0.075
494.39499,-6.71E-05,0.075
494.46399,-7.64E-05,0.075
494.53299,-4.84E-05,0.075
494.599,2.04E-05,0.075
494.668,-2.51E-05,0.075
494.72501,-3.91E-05,0.075
494.79501,6.07E-07,0.075
494.86301,-9.27E-05,0.075
494.931,-1.20E-04,0.075
495.00201,-7.87E-05,0.075
495.069,-5.66E-05,0.075
495.13199,-5.77E-05,0.075
495.207,-6.12E-05,0.075
495.27399,-5.77E-05,0.075
495.33899,-4.49E-05,0.075
495.40399,-5.19E-05,0.075
495.46899,-7.29E-05,0.075
495.52701,-7.52E-05,0.075
495.603,-6.12E-05,0.075
495.67401,-9.89E-06,0.075
495.737,-2.51E-05,0.075
495.80701,-7.64E-05,0.075
495.86801,-8.57E-05,0.075
495.936,-6.71E-05,0.075
496.00201,-6.24E-05,0.075
496.056,-8.81E-05,0.075
496.12799,-8.92E-05,0.075
496.20599,-9.04E-05,0.075
496.271,-7.76E-05,0.075
496.33899,-3.32E-05,0.075
496.401,-2.04E-05,0.075
496.47,-3.32E-05,0.075
496.53699,-4.26E-05,0.075
496.604,-6.12E-05,0.075
496.67001,-5.77E-05,0.075
496.742,-2.62E-05,0.075
496.802,-2.51E-05,0.075
496.866,-1.08E-04,0.075
496.93799,-1.16E-04,0.075
497.00299,-9.39E-05,0.075
497.06799,-8.92E-05,0.075
497.13,-8.92E-05,0.075
497.20901,-5.66E-05,0.075
497.267,-4.26E-05,0.075
497.32901,-7.17E-05,0.075
497.39801,-8.92E-05,0.075
497.46799,-6.71E-05,0.075
497.534,-3.09E-05,0.075
497.60101,-2.51E-05,0.075
497.655,9.94E-06,0.075
497.724,-1.57E-05,0.075
497.797,-8.73E-06,0.075
497.862,-9.89E-06,0.075
497.931,8.77E-06,0.075
497.99701,-1.36E-04,0.075
498.052,-1.25E-04,0.075
498.125,-9.74E-05,0.075
498.185,-4.02E-05,0.075
498.26001,-4.26E-05,0.075
498.33099,-5.31E-05,0.075
498.39801,-4.02E-05,0.075
498.479,-4.96E-05,0.075
498.53799,-4.37E-05,0.075
498.60999,-2.74E-05,0.075
498.67099,-3.09E-05,0.075
498.73499,-5.66E-05,0.075
498.80099,-8.57E-05,0.075
498.879,-8.46E-05,0.075
498.94199,-6.36E-05,0.075
499.00601,-8.22E-05,0.075
499.07599,-9.74E-05,0.075
499.13901,-8.22E-05,0.075
499.20099,-9.39E-05,0.075
499.271,-6.36E-05,0.075
499.349,-4.84E-05,0.075
499.40601,-4.61E-05,0.075
499.47699,-5.54E-05,0.075
499.54199,-7.87E-05,0.075
499.612,-6.82E-05,0.075
499.67899,-5.77E-05,0.075
499.74399,-4.61E-05,0.075
499.81,-4.02E-05,0.075
499.88,-6.71E-05,0.075
499.94299,-6.59E-05,0.075
500.01199,-5.19E-05,0.075
500.07401,-6.12E-05,0.075
500.13901,-7.06E-05,0.075
500.20901,-6.94E-05,0.075
500.27701,-6.01E-05,0.075
500.34201,-3.09E-05,0.075
500.405,-2.74E-05,0.075
500.466,-4.61E-05,0.075
500.535,-3.44E-05,0.075
500.59799,-4.49E-05,0.075
500.668,-7.29E-05,0.075
500.741,-8.34E-05,0.075
500.79901,-7.06E-05,0.075
500.87,-4.14E-05,0.075
500.939,-6.71E-05,0.075
501.009,-4.84E-05,0.075
501.073,-5.66E-05,0.075
501.13599,-4.14E-05,0.075
501.211,-2.39E-05,0.075
501.27701,-8.46E-05,0.075
501.332,-7.76E-05,0.075
501.40701,-6.71E-05,0.075
501.47501,-4.14E-05,0.075
501.539,-6.01E-05,0.075
501.60501,-7.17E-05,0.075
501.673,-7.29E-05,0.075
501.73499,-6.94E-05,0.075
501.79501,-2.74E-05,0.075
501.85901,-4.84E-05,0.075
501.935,-5.19E-05,0.075
502.009,-5.19E-05,0.075
502.073,-6.82E-05,0.075
502.13501,-6.01E-05,0.075
502.20801,-5.54E-05,0.075
502.27701,-4.72E-05,0.075
502.336,-4.26E-05,0.075
502.41599,-2.51E-05,0.075
502.47198,-1.92E-05,0.075
502.54501,-4.02E-05,0.075
502.608,-5.19E-05,0.075
502.673,-5.54E-05,0.075
502.73901,-5.89E-05,0.075
502.80399,-7.76E-05,0.075
502.867,-4.26E-05,0.075
502.94199,-4.14E-05,0.075
503.00101,-4.61E-05,0.075
503.069,-3.09E-05,0.075
503.13599,-6.24E-05,0.075
503.19901,-5.77E-05,0.075
503.26599,-2.86E-05,0.075
503.33301,-4.84E-05,0.075
503.39401,-5.66E-05,0.075
503.46799,-1.81E-05,0.075
503.53299,-3.09E-05,0.075
503.59399,-5.89E-05,0.075
503.67099,-8.22E-05,0.075
503.73801,-4.02E-05,0.075
503.80399,-2.74E-05,0.075
503.866,-2.86E-05,0.075
503.93701,-4.37E-05,0.075
503.99899,-6.82E-05,0.075
504.064,-7.76E-05,0.075
504.13699,-2.74E-05,0.075
504.19699,-4.02E-05,0.075
504.267,-8.34E-05,0.075
504.336,-9.39E-05,0.075
504.39999,-6.59E-05,0.075
504.466,-2.74E-05,0.075
504.53699,-2.27E-05,0.075
504.59799,-3.32E-05,0.075
504.66901,-7.64E-05,0.075
504.73401,-9.04E-05,0.075
504.80499,-6.71E-05,0.075
504.86301,-4.61E-05,0.075
504.927,-4.72E-05,0.075
504.996,-5.66E-05,0.075
505.06699,-6.82E-05,0.075
505.134,-7.06E-05,0.075
505.19299,-6.71E-05,0.075
505.26901,-5.77E-05,0.075
505.32999,-3.44E-05,0.075
505.39499,-3.67E-05,0.075
505.46799,-2.04E-05,0.075
505.51901,-2.62E-05,0.075
505.58301,-4.14E-05,0.075
505.64801,-4.61E-05,0.075
505.728,-3.67E-05,0.075
505.79901,-3.79E-05,0.075
505.86499,-4.02E-05,0.075
505.92999,-5.19E-05,0.075
505.991,-5.42E-05,0.075
506.065,-2.62E-05,0.075
506.12799,-3.91E-05,0.075
506.19299,-5.42E-05,0.075
506.26199,-3.67E-05,0.075
506.32401,-5.77E-05,0.075
506.39801,-3.79E-05,0.075
506.45499,-2.39E-05,0.075
506.522,-3.32E-05,0.075
506.591,-5.07E-05,0.075
506.65799,-4.37E-05,0.075
506.72,-5.19E-05,0.075
506.78799,-7.29E-05,0.075
506.858,-6.94E-05,0.075
506.922,-6.59E-05,0.075
506.99701,-5.54E-05,0.075
507.06601,-5.31E-05,0.075
507.13901,-2.97E-05,0.075
507.20099,-1.92E-05,0.075
507.27301,-3.09E-05,0.075
507.341,-4.96E-05,0.075
507.40201,-2.74E-05,0.075
507.478,-5.19E-05,0.075
507.54001,-5.42E-05,0.075
507.60501,-6.36E-05,0.075
507.67401,-5.19E-05,0.075
507.73901,-4.61E-05,0.075
507.80301,-4.14E-05,0.075
507.862,-3.09E-05,0.075
507.92801,-2.27E-05,0.075
507.99799,-4.84E-05,0.075
508.064,-4.02E-05,0.075
508.138,-4.37E-05,0.075
508.194,-1.57E-05,0.075
508.26401,-6.39E-06,0.075
508.32199,-3.91E-05,0.075
508.39401,-4.84E-05,0.075
508.45999,-5.19E-05,0.075
508.51801,-3.56E-05,0.075
508.58099,-1.57E-05,0.075
508.659,-6.12E-05,0.075
508.72,-4.26E-05,0.075
508.78601,-8.11E-05,0.075
508.85599,-6.82E-05,0.075
508.92599,-5.66E-05,0.075
508.995,-2.51E-05,0.075
509.05701,-2.04E-05,0.075
509.12299,-3.32E-05,0.075
509.186,-1.92E-05,0.075
509.254,-4.61E-05,0.075
509.32101,-6.94E-05,0.075
509.39001,-8.34E-05,0.075
509.45901,-5.19E-05,0.075
509.52802,-6.39E-06,0.075
509.59299,-1.11E-05,0.075
509.66101,-2.16E-05,0.075
509.73001,-3.91E-05,0.075
509.79401,-5.42E-05,0.075
509.854,-6.71E-05,0.075
509.92499,-6.12E-05,0.075
509.98801,-7.17E-05,0.075
510.05899,-6.12E-05,0.075
510.12399,-2.04E-05,0.075
510.189,2.04E-05,0.075
510.26099,-1.92E-05,0.075
510.328,-4.72E-05,0.075
510.384,-5.19E-05,0.075
510.45499,-4.61E-05,0.075
510.51901,-3.91E-05,0.075
510.58499,5.27E-06,0.075
510.65399,-8.73E-06,0.075
510.72699,-2.51E-05,0.075
510.78601,-7.64E-05,0.075
510.86401,-7.87E-05,0.075
510.91901,-6.59E-05,0.075
510.987,-5.77E-05,0.075
511.05499,-2.39E-05,0.075
511.11801,2.16E-05,0.075
511.189,6.44E-06,0.075
511.25,-5.60E-07,0.075
511.30801,-1.13E-04,0.075
511.383,-9.51E-05,0.075
511.45099,-6.12E-05,0.075
511.521,-2.86E-05,0.075
511.58801,2.51E-05,0.075
511.651,-4.26E-05,0.075
511.724,-7.87E-05,0.075
511.785,-5.31E-05,0.075
511.86401,-2.27E-05,0.075
511.923,-6.94E-05,0.075
511.98999,-5.19E-05,0.075
512.06201,-5.42E-05,0.075
512.12598,-4.96E-05,0.075
512.18701,-2.62E-05,0.075
512.25598,-3.56E-05,0.075
512.32703,-8.11E-05,0.075
512.38898,-6.36E-05,0.075
512.45697,-6.24E-05,0.075
512.51898,-3.21E-05,0.075
512.58502,-3.79E-05,0.075
512.659,-4.61E-05,0.075
512.72601,-5.77E-05,0.075
512.79303,-6.94E-05,0.075
512.85901,-6.71E-05,0.075
512.91602,-3.09E-05,0.075
512.98199,-1.92E-05,0.075
513.05701,-5.77E-05,0.075
513.117,-2.51E-05,0.075
513.18701,-1.11E-05,0.075
513.25598,-3.09E-05,0.075
513.32703,-5.19E-05,0.075
513.39099,-6.24E-05,0.075
513.45502,-4.26E-05,0.075
513.52197,-2.86E-05,0.075
513.58502,-8.34E-05,0.075
513.65698,-3.67E-05,0.075
513.72198,-1.22E-05,0.075
513.784,-8.81E-05,0.075
513.85199,-6.71E-05,0.075
513.91803,-2.74E-05,0.075
513.98798,-1.11E-05,0.075
514.05103,-2.04E-05,0.075
514.12097,-2.39E-05,0.075
514.19,-2.97E-05,0.075
514.25403,-3.67E-05,0.075
514.32098,-3.67E-05,0.075
514.388,-5.19E-05,0.075
514.466,-6.24E-05,0.075
514.52399,-5.77E-05,0.075
514.58698,-3.21E-05,0.075
514.66498,-6.36E-05,0.075
514.72803,-4.14E-05,0.075
514.79303,-4.84E-05,0.075
514.85797,-5.89E-05,0.075
514.92902,-3.09E-05,0.075
514.98297,-2.74E-05,0.075
515.05798,-1.22E-05,0.075
515.11798,-1.92E-05,0.075
515.18701,-4.49E-05,0.075
515.25403,-1.92E-05,0.075
515.323,-1.81E-05,0.075
515.388,-6.24E-05,0.075
515.448,-6.94E-05,0.075
515.51898,-5.77E-05,0.075
515.58502,-5.54E-05,0.075
515.65399,-6.94E-05,0.075
515.71503,-3.67E-05,0.075
515.78802,-3.09E-05,0.075
515.85498,-2.51E-05,0.075
515.92603,-9.89E-06,0.075
515.99402,-1.69E-05,0.075
516.052,-2.51E-05,0.075
516.12701,-1.34E-05,0.075
516.18597,-1.69E-05,0.075
516.258,-3.67E-05,0.075
516.32098,-3.21E-05,0.075
516.39398,-4.72E-05,0.075
516.45203,-8.34E-05,0.075
516.52002,-7.64E-05,0.075
516.59998,-4.61E-05,0.075
516.66199,-2.27E-05,0.075
516.72699,-4.14E-05,0.075
516.78998,-5.89E-05,0.075
516.86798,-3.79E-05,0.075
516.927,-9.89E-06,0.075
517.00098,-9.89E-06,0.075
517.06,-1.46E-05,0.075
517.12402,-1.57E-05,0.075
517.19299,-4.26E-05,0.075
517.26001,-6.94E-05,0.075
517.31799,-5.66E-05,0.075
517.39301,-6.12E-05,0.075
517.44897,-6.12E-05,0.075
517.513,-5.66E-05,0.075
517.58002,-6.12E-05,0.075
517.65002,-5.07E-05,0.075
517.71997,-1.92E-05,0.075
517.79303,-2.74E-05,0.075
517.85602,-3.44E-05,0.075
517.92603,-4.26E-05,0.075
517.98602,-1.46E-05,0.075
518.06403,-1.57E-05,0.075
518.12,-4.61E-05,0.075
518.19397,-6.94E-05,0.075
518.25598,-3.91E-05,0.075
518.32202,-4.37E-05,0.075
518.38702,-3.32E-05,0.075
518.45001,-3.32E-05,0.075
518.521,-7.52E-05,0.075
518.57397,-6.12E-05,0.075
518.64899,-3.09E-05,0.075
518.71899,-4.06E-06,0.075
518.78601,6.07E-07,0.075
518.85999,-1.46E-05,0.075
518.91803,-2.97E-05,0.075
518.97998,-2.51E-05,0.075
519.04602,-3.91E-05,0.075
519.11401,-4.14E-05,0.075
519.18201,-3.32E-05,0.075
519.25,-5.07E-05,0.075
519.30701,-4.26E-05,0.075
519.37402,-3.09E-05,0.075
519.44501,-4.72E-05,0.075
519.51001,-5.31E-05,0.075
519.57397,-6.01E-05,0.075
519.65198,-5.31E-05,0.075
519.71802,-5.19E-05,0.075
519.78601,-3.32E-05,0.075
519.85199,-1.57E-05,0.075
519.922,-2.16E-05,0.075
519.98602,-2.27E-05,0.075
520.05103,-6.39E-06,0.075
520.12,-2.51E-05,0.075
520.19202,-3.21E-05,0.075
520.24298,-2.74E-05,0.075
520.31403,-2.74E-05,0.075
520.383,-5.66E-05,0.075
520.45203,-6.01E-05,0.075
520.51898,-5.07E-05,0.075
520.58197,-4.02E-05,0.075
520.65601,-5.31E-05,0.075
520.71899,-3.32E-05,0.075
520.78699,-2.74E-05,0.075
520.85699,-4.96E-05,0.075
520.91199,-3.79E-05,0.075
520.97498,-1.22E-05,0.075
521.05902,-1.69E-05,0.075
521.12,-3.21E-05,0.075
521.18402,-3.67E-05,0.075
521.24298,-4.02E-05,0.075
521.32501,-2.86E-05,0.075
521.38702,-2.97E-05,0.075
521.45099,-3.09E-05,0.075
521.51703,-3.09E-05,0.075
521.586,-3.67E-05,0.075
521.65302,-4.61E-05,0.075
521.71301,-3.09E-05,0.075
521.78497,-9.89E-06,0.075
521.85303,-6.39E-06,0.075
521.91302,1.83E-04,0.075
521.98297,-6.71E-05,0.075
522.05603,-8.46E-05,0.075
522.12201,-1.08E-04,0.075
522.17902,-8.22E-05,0.075
522.24298,-7.64E-05,0.075
522.31897,-8.46E-05,0.075
522.38501,-5.77E-05,0.075
522.45599,-4.26E-05,0.075
522.51398,-3.09E-05,0.075
522.586,-1.57E-05,0.075
522.65399,1.77E-06,0.075
522.72498,-2.89E-06,0.075
522.78003,-2.51E-05,0.075
522.85101,-3.67E-05,0.075
522.914,-3.67E-05,0.075
522.98602,-4.61E-05,0.075
523.04901,-5.31E-05,0.075
523.112,2.94E-06,0.075
523.18903,1.23E-05,0.075
523.25299,-1.92E-05,0.075
523.31403,-4.61E-05,0.075
523.383,-7.17E-05,0.075
523.453,-4.96E-05,0.075
523.51599,-6.12E-05,0.075
523.58502,-5.54E-05,0.075
523.65399,-5.66E-05,0.075
523.716,-4.96E-05,0.075
523.784,-5.77E-05,0.075
523.85199,-4.49E-05,0.075
523.91602,-2.39E-05,0.075
523.97498,-2.27E-05,0.075
524.03601,1.23E-05,0.075
524.11298,-4.06E-06,0.075
524.18799,-3.91E-05,0.075
524.25598,-3.21E-05,0.075
524.31897,-2.97E-05,0.075
524.38202,-7.29E-05,0.075
524.44098,-4.84E-05,0.075
524.51501,-1.69E-05,0.075
524.58398,-4.61E-05,0.075
524.64203,-1.57E-05,0.075
524.70697,-2.89E-06,0.075
524.77899,-4.96E-05,0.075
524.85498,-6.47E-05,0.075
524.92401,-7.29E-05,0.075
524.98901,-4.61E-05,0.075
525.05603,-2.74E-05,0.075
525.12,-4.02E-05,0.075
525.18799,-3.44E-05,0.075
525.25403,-2.86E-05,0.075
525.32001,-3.09E-05,0.075
525.388,-4.72E-05,0.075
525.453,-4.26E-05,0.075
525.52301,-3.79E-05,0.075
525.58899,-4.02E-05,0.075
525.65399,-4.02E-05,0.075
525.72198,-1.92E-05,0.075
525.78601,9.94E-06,0.075
525.85699,-8.46E-05,0.075
525.93103,-1.09E-04,0.075
525.99298,-6.01E-05,0.075
526.05402,-1.46E-05,0.075
526.12201,-1.57E-05,0.075
526.18799,-2.16E-05,0.075
526.255,-5.54E-05,0.075
526.32001,-1.69E-05,0.075
526.388,-1.57E-05,0.075
526.45801,-1.57E-05,0.075
526.51501,-4.02E-05,0.075
526.58099,-7.87E-05,0.075
526.65198,-6.59E-05,0.075
526.724,-4.61E-05,0.075
526.79199,-7.17E-05,0.075
526.85699,-6.71E-05,0.075
526.927,-1.92E-05,0.075
526.98798,-2.89E-06,0.075
527.05902,-4.06E-06,0.075
527.12799,-5.66E-05,0.075
527.19397,-6.36E-05,0.075
527.26001,-7.87E-05,0.075
527.32898,-6.01E-05,0.075
527.38599,7.76E-05,0.075
527.45203,-4.26E-05,0.075
527.51703,-5.66E-05,0.075
527.59998,-6.82E-05,0.075
527.66101,-8.46E-05,0.075
527.72601,-6.94E-05,0.075
527.79602,-3.44E-05,0.075
527.85699,-3.91E-05,0.075
527.92499,-7.76E-05,0.075
527.99597,-7.64E-05,0.075
528.05902,-3.67E-05,0.075
528.12,-5.31E-05,0.075
528.18799,-1.22E-05,0.075
528.26501,-5.60E-07,0.075
528.32501,-4.02E-05,0.075
528.38702,-1.81E-05,0.075
528.461,7.61E-06,0.075
528.53003,-4.14E-05,0.075
528.59802,-7.29E-05,0.075
528.65698,-5.42E-05,0.075
528.72302,-5.19E-05,0.075
528.78699,-4.61E-05,0.075
528.85901,-6.59E-05,0.075
528.927,-8.11E-05,0.075
528.992,-5.42E-05,0.075
529.05298,-3.32E-05,0.075
529.12402,-4.61E-05,0.075
529.19,-4.02E-05,0.075
529.25,-4.06E-06,0.075
529.32001,-2.16E-05,0.075
529.39301,-2.27E-05,0.075
529.466,-1.92E-05,0.075
529.52197,-4.26E-05,0.075
529.59802,-7.29E-05,0.075
529.659,-5.31E-05,0.075
529.72601,-5.31E-05,0.075
529.79498,-5.31E-05,0.075
529.86499,-6.12E-05,0.075
529.93201,-6.71E-05,0.075
529.99799,-4.49E-05,0.075
530.05701,-5.07E-05,0.075
530.11798,-7.64E-05,0.075
530.19098,-5.66E-05,0.075
530.258,-1.22E-05,0.075
530.32001,-3.09E-05,0.075
530.38898,-3.67E-05,0.075
530.46802,-2.74E-05,0.075
530.53101,1.11E-05,0.075
530.586,-3.32E-05,0.075
530.65399,-6.82E-05,0.075
530.724,-6.71E-05,0.075
530.78497,-7.17E-05,0.075
530.85602,-4.61E-05,0.075
530.91998,-1.57E-05,0.075
530.98602,-6.12E-05,0.075
531.05902,-4.26E-05,0.075
531.11902,-4.72E-05,0.075
531.18799,-1.57E-05,0.075
531.25299,-1.92E-05,0.075
531.31897,-4.02E-05,0.075
531.38599,-3.44E-05,0.075
531.45398,-1.92E-05,0.075
531.52399,-2.04E-05,0.075
531.58899,-5.07E-05,0.075
531.66101,-6.24E-05,0.075
531.73199,-6.59E-05,0.075
531.79102,-6.12E-05,0.075
531.86298,-2.74E-05,0.075
531.92499,-5.07E-05,0.075
531.99402,-4.84E-05,0.075
532.05902,-3.67E-05,0.075
532.12799,-6.24E-05,0.075
532.19397,-4.84E-05,0.075
532.26398,-2.16E-05,0.075
532.33099,-2.74E-05,0.075
532.39899,-1.34E-05,0.075
532.45801,-2.27E-05,0.075
532.53101,-3.67E-05,0.075
532.59601,3.21E-05,0.075
532.66699,2.86E-05,0.075
532.73401,-6.12E-05,0.075
532.797,-1.01E-04,0.075
532.85199,-9.51E-05,0.075
532.92902,-4.26E-05,0.075
533.005,7.61E-06,0.075
533.052,-1.92E-05,0.075
533.12799,-8.46E-05,0.075
533.19202,-1.01E-04,0.075
533.263,-5.42E-05,0.075
533.33099,-1.81E-05,0.075
533.39398,-5.19E-05,0.075
533.45801,-6.94E-05,0.075
533.53802,-6.94E-05,0.075
533.59802,-6.82E-05,0.075
533.66998,-3.67E-05,0.075
533.72998,-6.36E-05,0.075
533.797,-1.09E-04,0.075
533.86902,-8.46E-05,0.075
533.94,-7.64E-05,0.075
534.008,-7.17E-05,0.075
534.07098,-5.77E-05,0.075
534.146,-2.16E-05,0.075
534.20697,-4.37E-05,0.075
534.27301,-9.89E-06,0.075
534.33197,6.44E-06,0.075
534.41199,-1.92E-05,0.075
534.46698,-2.62E-05,0.075
534.54498,-3.09E-05,0.075
534.60101,-3.09E-05,0.075
534.67499,-7.56E-06,0.075
534.73798,-3.09E-05,0.075
534.815,-8.46E-05,0.075
534.875,-7.99E-05,0.075
534.95099,-7.76E-05,0.075
535.005,-4.14E-05,0.075
535.078,-3.44E-05,0.075
535.14801,-4.02E-05,0.075
535.20801,-4.72E-05,0.075
535.27502,-6.71E-05,0.075
535.33899,-7.64E-05,0.075
535.40302,-4.61E-05,0.075
535.47998,-3.67E-05,0.075
535.54303,-4.61E-05,0.075
535.60901,-4.84E-05,0.075
535.67401,-5.19E-05,0.075
535.73999,-4.49E-05,0.075
535.80402,-6.12E-05,0.075
535.87701,-8.11E-05,0.075
535.94397,-7.17E-05,0.075
536.01801,-6.36E-05,0.075
536.073,-5.19E-05,0.075
536.14697,-2.62E-05,0.075
536.20502,-4.61E-05,0.075
536.27502,-5.54E-05,0.075
536.34802,-4.72E-05,0.075
536.40601,-3.32E-05,0.075
536.474,-2.51E-05,0.075
536.53699,-3.32E-05,0.075
536.61499,-6.36E-05,0.075
536.67297,-4.84E-05,0.075
536.74701,-8.73E-06,0.075
536.81201,-2.89E-06,0.075
536.88702,-3.09E-05,0.075
536.94501,-5.77E-05,0.075
537.01501,-6.59E-05,0.075
537.08002,-6.47E-05,0.075
537.151,-4.26E-05,0.075
537.21198,-2.74E-05,0.075
537.27502,-2.97E-05,0.075
537.34003,-8.57E-05,0.075
537.409,-9.04E-05,0.075
537.46899,-2.74E-05,0.075
537.53802,-2.51E-05,0.075
537.604,-5.19E-05,0.075
537.66803,-7.41E-05,0.075
537.74103,-5.42E-05,0.075
537.802,-7.64E-05,0.075
537.87097,-2.39E-05,0.075
537.93799,-2.16E-05,0.075
538,-3.91E-05,0.075
538.07001,-4.02E-05,0.075
538.14301,-6.36E-05,0.075
538.20697,-5.31E-05,0.075
538.27301,-6.12E-05,0.075
538.34497,-4.61E-05,0.075
538.40503,-3.21E-05,0.075
538.47302,-6.12E-05,0.075
538.54901,-7.29E-05,0.075
538.61401,-6.36E-05,0.075
538.672,-7.29E-05,0.075
538.742,-7.06E-05,0.075
538.80402,-6.12E-05,0.075
538.87598,-3.44E-05,0.075
538.948,-3.44E-05,0.075
539.00897,-4.26E-05,0.075
539.078,6.44E-06,0.075
539.14301,-5.77E-05,0.075
539.20599,-5.54E-05,0.075
539.28699,-1.22E-05,0.075
539.33899,-1.11E-05,0.075
539.40198,-2.16E-05,0.075
539.479,-2.51E-05,0.075
539.54199,-7.64E-05,0.075
539.604,-8.11E-05,0.075
539.68201,-8.46E-05,0.075
539.74298,-2.51E-05,0.075
539.80798,-2.74E-05,0.075
539.87598,-4.61E-05,0.075
539.94897,-5.42E-05,0.075
540.01703,-3.32E-05,0.075
540.07898,-4.26E-05,0.075
540.14398,-3.32E-05,0.075
540.21997,1.77E-06,0.075
540.27502,-4.61E-05,0.075
540.34601,-1.02E-04,0.075
540.409,-9.39E-05,0.075
540.48602,-6.12E-05,0.075
540.54199,-4.61E-05,0.075
540.61102,-5.77E-05,0.075
540.677,-4.96E-05,0.075
540.75,-2.16E-05,0.075
540.81097,-1.73E-06,0.075
540.87799,-2.51E-05,0.075
540.94897,-4.61E-05,0.075
541.01202,-6.47E-05,0.075
541.07898,-4.14E-05,0.075
541.14899,-3.44E-05,0.075
541.203,-9.62E-05,0.075
541.28998,-5.77E-05,0.075
541.34802,-3.67E-05,0.075
541.41602,-4.96E-05,0.075
541.48102,-9.97E-05,0.075
541.54401,-8.57E-05,0.075
541.60797,-5.31E-05,0.075
541.67297,-3.09E-05,0.075
541.74799,-5.66E-05,0.075
541.80603,-5.66E-05,0.075
541.87799,-8.34E-05,0.075
541.95001,-1.15E-04,0.075
542.02002,-6.36E-05,0.075
542.09003,-4.84E-05,0.075
542.14899,-5.77E-05,0.075
542.21399,-9.51E-05,0.075
542.29199,-6.36E-05,0.075
542.34802,-4.96E-05,0.075
542.41699,-7.64E-05,0.075
542.48499,-8.46E-05,0.075
542.54602,-6.71E-05,0.075
542.61902,-7.29E-05,0.075
542.677,-6.36E-05,0.075
542.73999,-4.26E-05,0.075
542.81897,-6.36E-05,0.075
542.88501,-9.39E-05,0.075
542.953,-9.97E-05,0.075
