T,Delta,pO2
900,0.03205,0.000819
1000,0.05937,0.000819
1100,0.09333,0.000819
1200,0.1288,0.000819
1300,0.16107,0.000819
1400,0.18982,0.000819
1500,0.21705,0.000819
