T,Delta,pO2
300,1.31E-04,0.0046
400,-1.21E-04,0.0046
500,-1.21E-04,0.0046
600,4.70E-05,0.0046
700,0.00223,0.0046
800,0.00946,0.0046
900,0.02392,0.0046
1000,0.04577,0.0046
1100,0.07419,0.0046
1200,0.10638,0.0046
1300,0.13832,0.0046
1400,0.16791,0.0046
1500,0.19523,0.0046
