T,Delta,pO2
315.97,2.78E-05,0.0087
316.02301,2.08E-05,0.0087
316.099,1.85E-05,0.0087
316.17401,1.62E-05,0.0087
316.25699,1.50E-05,0.0087
316.32101,1.62E-05,0.0087
316.388,1.85E-05,0.0087
316.45999,2.08E-05,0.0087
316.54001,2.55E-05,0.0087
316.61499,2.78E-05,0.0087
316.67899,2.90E-05,0.0087
316.74899,3.13E-05,0.0087
316.82999,3.83E-05,0.0087
316.897,4.30E-05,0.0087
316.966,4.42E-05,0.0087
317.03601,3.72E-05,0.0087
317.10699,3.37E-05,0.0087
317.17401,3.02E-05,0.0087
317.25,2.43E-05,0.0087
317.327,1.50E-05,0.0087
317.38699,1.38E-05,0.0087
317.45801,1.50E-05,0.0087
317.53101,1.97E-05,0.0087
317.603,2.08E-05,0.0087
317.672,2.08E-05,0.0087
317.742,1.97E-05,0.0087
317.811,2.20E-05,0.0087
317.88199,2.43E-05,0.0087
317.96201,2.78E-05,0.0087
318.021,3.13E-05,0.0087
318.091,3.25E-05,0.0087
318.173,2.32E-05,0.0087
318.23999,1.73E-05,0.0087
318.31,1.50E-05,0.0087
318.375,2.55E-05,0.0087
318.448,3.02E-05,0.0087
318.51501,3.37E-05,0.0087
318.58899,3.60E-05,0.0087
318.655,3.72E-05,0.0087
318.729,3.72E-05,0.0087
318.80701,3.60E-05,0.0087
318.87799,3.72E-05,0.0087
318.944,3.37E-05,0.0087
319.01599,3.02E-05,0.0087
319.091,2.43E-05,0.0087
319.15399,1.97E-05,0.0087
319.228,1.50E-05,0.0087
319.29401,1.15E-05,0.0087
319.36899,9.16E-06,0.0087
319.435,8.00E-06,0.0087
319.50699,6.83E-06,0.0087
319.57001,5.66E-06,0.0087
319.651,4.50E-06,0.0087
319.716,4.50E-06,0.0087
319.78601,1.27E-05,0.0087
319.85199,2.32E-05,0.0087
319.92499,3.72E-05,0.0087
320.00101,4.07E-05,0.0087
320.069,4.30E-05,0.0087
320.13501,4.30E-05,0.0087
320.207,4.30E-05,0.0087
320.276,4.30E-05,0.0087
320.35101,3.72E-05,0.0087
320.42401,3.48E-05,0.0087
320.48401,2.78E-05,0.0087
320.55701,1.97E-05,0.0087
320.625,9.16E-06,0.0087
320.69199,-1.71E-07,0.0087
320.76501,9.95E-07,0.0087
320.83701,9.16E-06,0.0087
320.90399,1.85E-05,0.0087
320.97299,2.43E-05,0.0087
321.04501,2.78E-05,0.0087
321.116,2.78E-05,0.0087
321.18399,2.55E-05,0.0087
321.259,2.43E-05,0.0087
321.32999,2.08E-05,0.0087
321.39001,1.85E-05,0.0087
321.46701,1.50E-05,0.0087
321.54599,1.15E-05,0.0087
321.61099,8.00E-06,0.0087
321.677,-1.34E-06,0.0087
321.75101,-2.50E-06,0.0087
321.81201,9.95E-07,0.0087
321.89401,9.16E-06,0.0087
321.96201,1.03E-05,0.0087
322.022,1.62E-05,0.0087
322.09799,2.08E-05,0.0087
322.16299,2.43E-05,0.0087
322.24301,2.55E-05,0.0087
322.315,2.67E-05,0.0087
322.38,3.25E-05,0.0087
322.44501,3.60E-05,0.0087
322.522,3.48E-05,0.0087
322.591,3.25E-05,0.0087
322.66,2.90E-05,0.0087
322.733,2.32E-05,0.0087
322.79199,1.50E-05,0.0087
322.86801,5.66E-06,0.0087
322.92999,4.50E-06,0.0087
323.004,1.03E-05,0.0087
323.077,1.50E-05,0.0087
323.14801,2.43E-05,0.0087
323.21899,2.67E-05,0.0087
323.28101,2.43E-05,0.0087
323.35199,1.97E-05,0.0087
323.423,1.27E-05,0.0087
323.48999,1.15E-05,0.0087
323.56,1.27E-05,0.0087
323.633,1.27E-05,0.0087
323.698,1.27E-05,0.0087
323.75601,1.03E-05,0.0087
323.83301,3.33E-06,0.0087
323.90701,3.33E-06,0.0087
323.98099,-1.71E-07,0.0087
324.03799,3.33E-06,0.0087
324.11401,4.50E-06,0.0087
324.19,9.16E-06,0.0087
324.25299,1.27E-05,0.0087
324.31601,1.73E-05,0.0087
324.38901,1.73E-05,0.0087
324.45901,1.73E-05,0.0087
324.52899,1.73E-05,0.0087
324.59698,1.27E-05,0.0087
324.66101,1.27E-05,0.0087
324.73001,1.50E-05,0.0087
324.797,9.16E-06,0.0087
324.866,-4.84E-06,0.0087
324.94101,-1.53E-05,0.0087
325.01099,-1.77E-05,0.0087
325.06601,-1.77E-05,0.0087
325.14999,-1.42E-05,0.0087
325.20401,-8.34E-06,0.0087
325.285,-1.71E-07,0.0087
325.36099,9.16E-06,0.0087
325.42599,1.50E-05,0.0087
325.495,1.50E-05,0.0087
325.56799,1.50E-05,0.0087
325.63101,1.50E-05,0.0087
325.70001,1.62E-05,0.0087
325.772,1.50E-05,0.0087
325.83801,9.16E-06,0.0087
325.90601,2.16E-06,0.0087
325.98001,9.95E-07,0.0087
326.048,3.33E-06,0.0087
326.11401,9.95E-07,0.0087
326.18399,3.33E-06,0.0087
326.258,6.83E-06,0.0087
326.32001,1.50E-05,0.0087
326.39401,1.85E-05,0.0087
326.46399,1.85E-05,0.0087
326.534,1.85E-05,0.0087
326.595,1.85E-05,0.0087
326.65601,2.08E-05,0.0087
326.73199,2.08E-05,0.0087
326.79501,2.08E-05,0.0087
326.85999,1.50E-05,0.0087
326.93399,6.83E-06,0.0087
326.99799,-2.50E-06,0.0087
327.06699,-8.34E-06,0.0087
327.13599,-7.17E-06,0.0087
327.20901,-4.84E-06,0.0087
327.28101,-1.71E-07,0.0087
327.34601,5.66E-06,0.0087
327.39801,6.83E-06,0.0087
327.47198,1.27E-05,0.0087
327.54099,1.50E-05,0.0087
327.60501,1.73E-05,0.0087
327.67499,1.73E-05,0.0087
327.746,1.85E-05,0.0087
327.81201,1.27E-05,0.0087
327.87601,5.66E-06,0.0087
327.95499,5.66E-06,0.0087
328.01401,3.33E-06,0.0087
328.082,2.16E-06,0.0087
328.14801,-1.71E-07,0.0087
328.21701,3.33E-06,0.0087
328.29199,5.66E-06,0.0087
328.36401,6.83E-06,0.0087
328.435,6.83E-06,0.0087
328.49799,6.83E-06,0.0087
328.578,8.00E-06,0.0087
328.63599,6.83E-06,0.0087
328.70901,5.66E-06,0.0087
328.77802,3.33E-06,0.0087
328.85001,3.33E-06,0.0087
328.91699,-1.71E-07,0.0087
328.98999,-1.71E-07,0.0087
329.05899,-3.67E-06,0.0087
329.12601,-1.30E-05,0.0087
329.19299,-2.00E-05,0.0087
329.26001,-2.23E-05,0.0087
329.32999,-1.07E-05,0.0087
329.396,-1.71E-07,0.0087
329.461,1.15E-05,0.0087
329.53299,1.85E-05,0.0087
329.603,1.85E-05,0.0087
329.66599,1.85E-05,0.0087
329.73999,2.20E-05,0.0087
329.80399,2.78E-05,0.0087
329.86899,2.43E-05,0.0087
329.944,2.08E-05,0.0087
330.01801,1.73E-05,0.0087
330.08301,1.27E-05,0.0087
330.151,1.03E-05,0.0087
330.21799,9.16E-06,0.0087
330.28799,9.16E-06,0.0087
330.35501,8.00E-06,0.0087
330.42899,1.15E-05,0.0087
330.49301,1.85E-05,0.0087
330.55701,2.08E-05,0.0087
330.62399,1.38E-05,0.0087
330.68201,3.33E-06,0.0087
330.758,9.95E-07,0.0087
330.83401,-1.71E-07,0.0087
330.90302,-6.00E-06,0.0087
330.961,-8.34E-06,0.0087
331.03799,-8.34E-06,0.0087
331.10199,-1.07E-05,0.0087
331.17001,-1.07E-05,0.0087
331.23901,-1.07E-05,0.0087
331.30801,-8.34E-06,0.0087
331.36801,-7.17E-06,0.0087
331.44,-7.17E-06,0.0087
331.505,-8.34E-06,0.0087
331.57599,-1.18E-05,0.0087
331.64001,-1.30E-05,0.0087
331.716,-1.42E-05,0.0087
331.78201,-1.42E-05,0.0087
331.85501,-1.42E-05,0.0087
331.91501,-1.18E-05,0.0087
331.979,-8.34E-06,0.0087
332.048,-8.34E-06,0.0087
332.11801,-6.00E-06,0.0087
332.189,-2.50E-06,0.0087
332.25201,-2.50E-06,0.0087
332.31699,-8.34E-06,0.0087
332.39301,-1.88E-05,0.0087
332.452,-2.35E-05,0.0087
332.522,-2.12E-05,0.0087
332.60199,-1.65E-05,0.0087
332.66,-1.53E-05,0.0087
332.72501,-1.65E-05,0.0087
332.78799,-1.18E-05,0.0087
332.86301,-8.34E-06,0.0087
332.918,-1.34E-06,0.0087
332.99399,-1.34E-06,0.0087
333.07001,-3.67E-06,0.0087
333.13199,-8.34E-06,0.0087
333.20999,-1.18E-05,0.0087
333.27399,-1.42E-05,0.0087
333.33801,-1.53E-05,0.0087
333.39499,-1.77E-05,0.0087
333.46201,-2.12E-05,0.0087
333.53799,-1.88E-05,0.0087
333.61499,-2.00E-05,0.0087
333.689,-1.77E-05,0.0087
333.75601,-1.42E-05,0.0087
333.81299,-6.00E-06,0.0087
333.884,-2.50E-06,0.0087
333.95099,-1.71E-07,0.0087
334.01501,9.95E-07,0.0087
334.08099,5.66E-06,0.0087
334.147,8.00E-06,0.0087
334.20901,6.83E-06,0.0087
334.29099,6.83E-06,0.0087
334.353,6.83E-06,0.0087
334.41699,9.16E-06,0.0087
334.49701,3.33E-06,0.0087
334.564,-1.18E-05,0.0087
334.63101,-2.12E-05,0.0087
334.70001,-2.93E-05,0.0087
334.76801,-3.05E-05,0.0087
334.83401,-2.93E-05,0.0087
334.89999,-2.12E-05,0.0087
334.974,-1.77E-05,0.0087
335.035,-1.42E-05,0.0087
335.10101,-1.07E-05,0.0087
335.17801,-1.30E-05,0.0087
335.24399,-1.77E-05,0.0087
335.30801,-2.70E-05,0.0087
335.37701,-4.22E-05,0.0087
335.44299,-4.80E-05,0.0087
335.51599,-4.80E-05,0.0087
335.58099,-3.52E-05,0.0087
335.651,-2.82E-05,0.0087
335.71201,-2.35E-05,0.0087
335.78201,-2.47E-05,0.0087
335.849,-2.93E-05,0.0087
335.91699,-2.82E-05,0.0087
335.98599,-2.93E-05,0.0087
336.05801,-2.93E-05,0.0087
336.12201,-3.40E-05,0.0087
336.189,-3.87E-05,0.0087
336.24701,-4.22E-05,0.0087
336.31799,-3.52E-05,0.0087
336.383,-3.63E-05,0.0087
336.45401,-2.82E-05,0.0087
336.51999,-2.82E-05,0.0087
336.58499,-2.82E-05,0.0087
336.65601,-2.70E-05,0.0087
336.71799,-2.70E-05,0.0087
336.78601,-2.82E-05,0.0087
336.85501,-3.28E-05,0.0087
336.92499,-3.63E-05,0.0087
336.98901,-3.63E-05,0.0087
337.05701,-2.93E-05,0.0087
337.125,-2.35E-05,0.0087
337.19699,-2.70E-05,0.0087
337.26199,-2.93E-05,0.0087
337.33401,-3.17E-05,0.0087
337.38699,-3.05E-05,0.0087
337.45599,-2.93E-05,0.0087
337.53101,-2.35E-05,0.0087
337.608,-1.65E-05,0.0087
337.66901,-1.88E-05,0.0087
337.73099,-2.12E-05,0.0087
337.78799,-2.47E-05,0.0087
337.858,-2.70E-05,0.0087
337.93301,-2.93E-05,0.0087
338,-3.52E-05,0.0087
338.065,-3.63E-05,0.0087
338.12601,-3.75E-05,0.0087
338.20499,-3.28E-05,0.0087
338.267,-2.93E-05,0.0087
338.34299,-2.70E-05,0.0087
338.41199,-2.58E-05,0.0087
338.48199,-2.35E-05,0.0087
338.54401,-2.23E-05,0.0087
338.61499,-2.35E-05,0.0087
338.67899,-3.05E-05,0.0087
338.75201,-3.75E-05,0.0087
338.81601,-3.63E-05,0.0087
338.892,-3.52E-05,0.0087
338.953,-3.52E-05,0.0087
339.022,-3.87E-05,0.0087
339.08801,-4.10E-05,0.0087
339.142,-4.22E-05,0.0087
339.216,-4.22E-05,0.0087
339.289,-5.15E-05,0.0087
339.35599,-5.50E-05,0.0087
339.41501,-4.92E-05,0.0087
339.48499,-3.87E-05,0.0087
339.55301,-2.82E-05,0.0087
339.61499,-2.47E-05,0.0087
339.68799,-2.35E-05,0.0087
339.76199,-2.35E-05,0.0087
339.828,-3.52E-05,0.0087
339.897,-3.75E-05,0.0087
339.95999,-3.87E-05,0.0087
340.02399,-3.75E-05,0.0087
340.077,-3.52E-05,0.0087
340.15701,-3.40E-05,0.0087
340.22699,-3.28E-05,0.0087
340.29501,-2.70E-05,0.0087
340.35999,-2.58E-05,0.0087
340.422,-2.70E-05,0.0087
340.49399,-3.87E-05,0.0087
340.54401,-4.92E-05,0.0087
340.62,-5.03E-05,0.0087
340.69199,-4.80E-05,0.0087
340.76001,-4.80E-05,0.0087
340.827,-5.50E-05,0.0087
340.89099,-5.97E-05,0.0087
340.95999,-5.50E-05,0.0087
341.02899,-4.57E-05,0.0087
341.08801,-3.87E-05,0.0087
341.16501,-3.75E-05,0.0087
341.242,-3.98E-05,0.0087
341.29901,-4.33E-05,0.0087
341.366,-4.57E-05,0.0087
341.436,-4.92E-05,0.0087
341.495,-4.92E-05,0.0087
341.56299,-5.15E-05,0.0087
341.638,-5.27E-05,0.0087
341.70099,-5.27E-05,0.0087
341.76599,-4.92E-05,0.0087
341.84,-4.45E-05,0.0087
341.91299,-4.33E-05,0.0087
341.96799,-3.98E-05,0.0087
342.03101,-3.98E-05,0.0087
342.104,-3.87E-05,0.0087
342.16901,-3.98E-05,0.0087
342.246,-4.10E-05,0.0087
342.315,-4.22E-05,0.0087
342.38501,-4.57E-05,0.0087
342.44601,-4.57E-05,0.0087
342.51199,-4.68E-05,0.0087
342.582,-4.80E-05,0.0087
342.65201,-5.15E-05,0.0087
342.71701,-5.38E-05,0.0087
342.78601,-5.38E-05,0.0087
342.85501,-5.27E-05,0.0087
342.92599,-5.27E-05,0.0087
342.98801,-5.27E-05,0.0087
343.048,-5.27E-05,0.0087
343.117,-5.03E-05,0.0087
343.185,-4.45E-05,0.0087
343.24701,-3.40E-05,0.0087
343.32199,-2.82E-05,0.0087
343.38699,-3.28E-05,0.0087
343.452,-3.63E-05,0.0087
343.51901,-3.87E-05,0.0087
343.58701,-4.22E-05,0.0087
343.646,-4.80E-05,0.0087
343.71701,-5.38E-05,0.0087
343.79099,-5.85E-05,0.0087
343.858,-5.73E-05,0.0087
343.91599,-5.03E-05,0.0087
343.98099,-4.57E-05,0.0087
344.04599,-4.33E-05,0.0087
344.11499,-4.57E-05,0.0087
344.189,-4.45E-05,0.0087
344.24899,-4.68E-05,0.0087
344.32001,-4.22E-05,0.0087
344.39001,-3.63E-05,0.0087
344.444,-3.63E-05,0.0087
344.51599,-3.40E-05,0.0087
344.58099,-3.28E-05,0.0087
344.651,-3.17E-05,0.0087
344.71399,-3.52E-05,0.0087
344.789,-4.22E-05,0.0087
344.85001,-4.45E-05,0.0087
344.92499,-4.80E-05,0.0087
344.98999,-4.68E-05,0.0087
345.056,-4.92E-05,0.0087
345.12,-4.92E-05,0.0087
345.19299,-4.68E-05,0.0087
345.25201,-4.33E-05,0.0087
345.327,-3.87E-05,0.0087
345.39999,-3.63E-05,0.0087
345.466,-3.87E-05,0.0087
345.53,-3.98E-05,0.0087
345.59799,-4.10E-05,0.0087
345.67401,-4.10E-05,0.0087
345.73599,-3.98E-05,0.0087
345.79501,-3.75E-05,0.0087
345.86099,-3.87E-05,0.0087
345.944,-4.68E-05,0.0087
346.008,-5.97E-05,0.0087
346.07001,-7.02E-05,0.0087
346.13101,-6.90E-05,0.0087
346.19901,-7.13E-05,0.0087
346.267,-6.55E-05,0.0087
346.33801,-6.20E-05,0.0087
346.39801,-6.32E-05,0.0087
346.47,-6.32E-05,0.0087
346.539,-6.43E-05,0.0087
346.60199,-6.20E-05,0.0087
346.66501,-5.03E-05,0.0087
346.72601,-3.87E-05,0.0087
346.80099,-3.87E-05,0.0087
346.86499,-4.10E-05,0.0087
346.931,-4.33E-05,0.0087
347.008,-4.45E-05,0.0087
347.069,-5.15E-05,0.0087
347.134,-5.62E-05,0.0087
347.19699,-5.85E-05,0.0087
347.271,-5.62E-05,0.0087
347.33801,-5.85E-05,0.0087
347.40399,-5.50E-05,0.0087
347.47601,-5.38E-05,0.0087
347.54199,-5.27E-05,0.0087
347.608,-5.03E-05,0.0087
347.67801,-5.38E-05,0.0087
347.742,-5.27E-05,0.0087
347.81799,-5.38E-05,0.0087
347.879,-5.15E-05,0.0087
347.94501,-5.15E-05,0.0087
348.008,-4.68E-05,0.0087
348.08499,-4.57E-05,0.0087
348.15399,-4.80E-05,0.0087
348.21701,-5.38E-05,0.0087
348.28299,-5.97E-05,0.0087
348.34601,-6.43E-05,0.0087
348.423,-6.43E-05,0.0087
348.48099,-6.08E-05,0.0087
348.54999,-5.85E-05,0.0087
348.62299,-5.50E-05,0.0087
348.68701,-5.38E-05,0.0087
348.75,-5.38E-05,0.0087
348.82501,-5.27E-05,0.0087
348.90302,-5.15E-05,0.0087
348.965,-5.27E-05,0.0087
349.02802,-5.15E-05,0.0087
349.099,-5.38E-05,0.0087
349.16699,-5.62E-05,0.0087
349.23401,-5.97E-05,0.0087
349.298,-6.55E-05,0.0087
349.36099,-6.55E-05,0.0087
349.42099,-6.20E-05,0.0087
349.496,-5.38E-05,0.0087
349.564,-4.80E-05,0.0087
349.629,-4.45E-05,0.0087
349.70001,-4.33E-05,0.0087
349.76401,-4.22E-05,0.0087
349.82101,-4.80E-05,0.0087
349.88901,-5.38E-05,0.0087
349.96301,-6.08E-05,0.0087
350.02499,-5.85E-05,0.0087
350.08899,-5.62E-05,0.0087
350.16,-5.38E-05,0.0087
350.228,-5.62E-05,0.0087
350.29901,-5.97E-05,0.0087
350.35699,-6.43E-05,0.0087
350.42401,-7.13E-05,0.0087
350.49799,-7.48E-05,0.0087
350.55701,-7.02E-05,0.0087
350.62799,-6.08E-05,0.0087
350.68301,-5.62E-05,0.0087
350.75299,-5.62E-05,0.0087
350.814,-5.73E-05,0.0087
350.87799,-5.97E-05,0.0087
350.948,-6.20E-05,0.0087
351.02701,-6.32E-05,0.0087
351.08899,-6.08E-05,0.0087
351.15701,-5.73E-05,0.0087
351.22198,-6.08E-05,0.0087
351.29501,-6.90E-05,0.0087
351.35999,-8.65E-05,0.0087
351.427,-8.42E-05,0.0087
351.496,-8.30E-05,0.0087
351.56,-7.83E-05,0.0087
351.62201,-7.60E-05,0.0087
351.68799,-7.83E-05,0.0087
351.755,-7.60E-05,0.0087
351.82401,-7.48E-05,0.0087
351.89499,-7.13E-05,0.0087
351.96201,-6.90E-05,0.0087
352.02701,-7.13E-05,0.0087
352.09601,-7.95E-05,0.0087
352.16199,-7.95E-05,0.0087
352.229,-7.83E-05,0.0087
352.298,-7.48E-05,0.0087
352.36301,-6.55E-05,0.0087
352.44,-5.38E-05,0.0087
352.505,-4.92E-05,0.0087
352.56299,-5.03E-05,0.0087
352.634,-4.68E-05,0.0087
352.69901,-4.68E-05,0.0087
352.763,-4.57E-05,0.0087
352.82199,-4.33E-05,0.0087
352.89099,-4.45E-05,0.0087
352.957,-5.03E-05,0.0087
353.02301,-6.20E-05,0.0087
353.09601,-6.90E-05,0.0087
353.16199,-6.55E-05,0.0087
353.23001,-6.43E-05,0.0087
353.30801,-6.55E-05,0.0087
353.375,-7.02E-05,0.0087
353.43399,-7.60E-05,0.0087
353.50201,-8.07E-05,0.0087
353.57199,-8.07E-05,0.0087
353.64001,-7.48E-05,0.0087
353.70401,-7.02E-05,0.0087
353.76999,-6.78E-05,0.0087
353.84299,-6.78E-05,0.0087
353.90201,-7.48E-05,0.0087
353.96899,-7.48E-05,0.0087
354.04001,-7.48E-05,0.0087
354.10101,-6.90E-05,0.0087
354.17499,-6.32E-05,0.0087
354.23901,-6.43E-05,0.0087
354.30301,-7.83E-05,0.0087
354.37701,-9.35E-05,0.0087
354.44199,-9.58E-05,0.0087
354.51099,-9.58E-05,0.0087
354.58499,-9.47E-05,0.0087
354.64899,-9.35E-05,0.0087
354.71899,-9.23E-05,0.0087
354.77802,-8.42E-05,0.0087
354.84,-7.83E-05,0.0087
354.909,-7.48E-05,0.0087
354.974,-7.48E-05,0.0087
355.04501,-7.83E-05,0.0087
