T,Delta,pO2
572.11401,-1.59E-04,0.0087
572.177,-1.59E-04,0.0087
572.24597,-1.50E-04,0.0087
572.30603,-1.32E-04,0.0087
572.37402,-1.16E-04,0.0087
572.44299,-1.18E-04,0.0087
572.50598,-1.25E-04,0.0087
572.57898,-1.47E-04,0.0087
572.64398,-1.67E-04,0.0087
572.70801,-1.75E-04,0.0087
572.78003,-1.72E-04,0.0087
572.84802,-1.65E-04,0.0087
572.91699,-1.71E-04,0.0087
572.98798,-1.65E-04,0.0087
573.05402,-1.62E-04,0.0087
573.12201,-1.53E-04,0.0087
573.18701,-1.50E-04,0.0087
573.25,-1.36E-04,0.0087
573.31799,-1.17E-04,0.0087
573.37701,-1.05E-04,0.0087
573.45203,-1.10E-04,0.0087
573.513,-1.17E-04,0.0087
573.58099,-1.31E-04,0.0087
573.65399,-1.51E-04,0.0087
573.71698,-1.67E-04,0.0087
573.78497,-1.74E-04,0.0087
573.85602,-1.62E-04,0.0087
573.91602,-1.41E-04,0.0087
573.98499,-1.36E-04,0.0087
574.047,-1.30E-04,0.0087
574.11102,-1.36E-04,0.0087
574.17401,-1.32E-04,0.0087
574.23901,-1.26E-04,0.0087
574.29901,-1.23E-04,0.0087
574.37299,-1.13E-04,0.0087
574.44098,-1.11E-04,0.0087
574.50702,-1.11E-04,0.0087
574.573,-1.18E-04,0.0087
574.64001,-1.33E-04,0.0087
574.70801,-1.44E-04,0.0087
574.771,-1.47E-04,0.0087
574.83801,-1.53E-04,0.0087
574.90503,-1.54E-04,0.0087
574.96899,-1.54E-04,0.0087
575.03601,-1.51E-04,0.0087
575.10101,-1.36E-04,0.0087
575.16498,-1.26E-04,0.0087
575.23901,-1.18E-04,0.0087
575.29401,-1.20E-04,0.0087
575.36401,-1.23E-04,0.0087
575.43201,-1.33E-04,0.0087
575.49402,-1.45E-04,0.0087
575.55902,-1.58E-04,0.0087
575.62701,-1.59E-04,0.0087
575.67999,-1.57E-04,0.0087
575.75403,-1.57E-04,0.0087
575.82001,-1.71E-04,0.0087
575.888,-1.83E-04,0.0087
575.961,-1.71E-04,0.0087
576.021,-1.41E-04,0.0087
576.08899,-1.10E-04,0.0087
576.151,-1.04E-04,0.0087
576.21899,-1.11E-04,0.0087
576.29102,-1.11E-04,0.0087
576.36298,-1.13E-04,0.0087
576.427,-1.17E-04,0.0087
576.49402,-1.32E-04,0.0087
576.565,-1.41E-04,0.0087
576.63599,-1.48E-04,0.0087
576.70398,-1.55E-04,0.0087
576.771,-1.68E-04,0.0087
576.83398,-1.72E-04,0.0087
576.90601,-1.72E-04,0.0087
576.97302,-1.62E-04,0.0087
577.03699,-1.44E-04,0.0087
577.11102,-1.23E-04,0.0087
577.17102,-1.15E-04,0.0087
577.242,-1.17E-04,0.0087
577.31,-1.16E-04,0.0087
577.375,-1.20E-04,0.0087
577.44202,-1.29E-04,0.0087
577.50598,-1.32E-04,0.0087
577.57202,-1.36E-04,0.0087
577.63898,-1.26E-04,0.0087
577.70898,-1.20E-04,0.0087
577.77802,-1.20E-04,0.0087
577.83899,-1.30E-04,0.0087
577.90302,-1.50E-04,0.0087
577.96503,-1.60E-04,0.0087
578.03802,-1.59E-04,0.0087
578.099,-1.47E-04,0.0087
578.16803,-1.47E-04,0.0087
578.23602,-1.47E-04,0.0087
578.30798,-1.47E-04,0.0087
578.37598,-1.38E-04,0.0087
578.43597,-1.19E-04,0.0087
578.508,-1.08E-04,0.0087
578.56799,-9.58E-05,0.0087
578.64099,-1.08E-04,0.0087
578.70801,-1.26E-04,0.0087
578.77502,-1.51E-04,0.0087
578.84497,-1.81E-04,0.0087
578.91803,-1.30E-04,0.0087
578.98199,-6.78E-05,0.0087
579.04999,-4.45E-05,0.0087
579.117,-8.42E-05,0.0087
579.17999,-8.65E-05,0.0087
579.245,-1.25E-04,0.0087
579.31702,-1.33E-04,0.0087
579.38202,-1.26E-04,0.0087
579.43597,-1.02E-04,0.0087
579.508,-8.42E-05,0.0087
579.57703,-8.77E-05,0.0087
579.64502,-1.03E-04,0.0087
579.70697,-1.23E-04,0.0087
579.77899,-1.41E-04,0.0087
579.84302,-1.50E-04,0.0087
579.90997,-1.47E-04,0.0087
579.97699,-1.43E-04,0.0087
580.04199,-1.40E-04,0.0087
580.11603,-1.43E-04,0.0087
580.185,-1.38E-04,0.0087
580.24701,-1.36E-04,0.0087
580.31403,-1.29E-04,0.0087
580.38,-1.20E-04,0.0087
580.44702,-1.11E-04,0.0087
580.51501,-1.08E-04,0.0087
580.578,-1.12E-04,0.0087
580.651,-1.13E-04,0.0087
580.71399,-1.20E-04,0.0087
580.776,-1.29E-04,0.0087
580.83899,-1.50E-04,0.0087
580.914,-1.50E-04,0.0087
580.97101,-1.38E-04,0.0087
581.03802,-1.24E-04,0.0087
581.099,-1.20E-04,0.0087
581.17401,-1.20E-04,0.0087
581.24103,-1.26E-04,0.0087
581.30603,-1.20E-04,0.0087
581.36902,-1.13E-04,0.0087
581.448,-1.05E-04,0.0087
581.51703,-1.01E-04,0.0087
581.578,-1.02E-04,0.0087
581.64301,-1.08E-04,0.0087
581.716,-1.13E-04,0.0087
581.784,-1.16E-04,0.0087
581.841,-1.17E-04,0.0087
581.91199,-1.24E-04,0.0087
581.97601,-1.36E-04,0.0087
582.05298,-1.37E-04,0.0087
582.11798,-1.36E-04,0.0087
582.17798,-1.31E-04,0.0087
582.242,-1.17E-04,0.0087
582.30701,-1.01E-04,0.0087
582.38202,-8.88E-05,0.0087
582.44501,-8.65E-05,0.0087
582.51202,-9.23E-05,0.0087
582.57397,-9.35E-05,0.0087
582.64301,-1.01E-04,0.0087
582.70898,-1.09E-04,0.0087
582.78699,-1.19E-04,0.0087
582.84698,-1.22E-04,0.0087
582.91498,-1.26E-04,0.0087
582.97998,-1.34E-04,0.0087
583.04797,-1.41E-04,0.0087
583.11603,-1.47E-04,0.0087
583.18402,-1.44E-04,0.0087
583.24103,-1.29E-04,0.0087
583.30798,-1.17E-04,0.0087
583.38098,-1.09E-04,0.0087
583.448,-1.13E-04,0.0087
583.50702,-1.02E-04,0.0087
583.58502,-8.77E-05,0.0087
583.65002,-7.13E-05,0.0087
583.71301,-7.02E-05,0.0087
583.78601,-8.42E-05,0.0087
583.85199,-1.26E-04,0.0087
583.922,-1.74E-04,0.0087
583.99701,-2.14E-04,0.0087
584.065,-2.13E-04,0.0087
584.12903,-1.71E-04,0.0087
584.19299,-1.55E-04,0.0087
584.26099,-1.33E-04,0.0087
584.33398,-1.17E-04,0.0087
584.39099,-1.10E-04,0.0087
584.46198,-9.23E-05,0.0087
584.52502,-6.90E-05,0.0087
584.58197,-5.15E-05,0.0087
584.66302,-5.62E-05,0.0087
584.72601,-7.95E-05,0.0087
584.79498,-1.09E-04,0.0087
584.85498,-1.16E-04,0.0087
584.91901,-1.09E-04,0.0087
585,-9.93E-05,0.0087
585.06097,-1.05E-04,0.0087
585.13,-1.06E-04,0.0087
585.19598,-1.10E-04,0.0087
585.26202,-1.13E-04,0.0087
585.33002,-1.12E-04,0.0087
585.401,-1.12E-04,0.0087
585.46399,-1.05E-04,0.0087
585.52698,-9.93E-05,0.0087
585.59302,-9.47E-05,0.0087
585.66803,-9.47E-05,0.0087
585.73102,-9.47E-05,0.0087
585.79303,-1.02E-04,0.0087
585.86902,-1.10E-04,0.0087
585.93701,-1.12E-04,0.0087
586.00299,-1.10E-04,0.0087
586.073,-1.16E-04,0.0087
586.138,-1.23E-04,0.0087
586.21399,-1.22E-04,0.0087
586.27399,-1.22E-04,0.0087
586.33502,-1.18E-04,0.0087
586.40198,-1.11E-04,0.0087
586.47101,-9.58E-05,0.0087
586.534,-7.37E-05,0.0087
586.60498,-7.13E-05,0.0087
586.66803,-8.18E-05,0.0087
586.73199,-1.02E-04,0.0087
586.80499,-1.12E-04,0.0087
586.862,-1.11E-04,0.0087
586.92603,-1.11E-04,0.0087
586.98901,-1.12E-04,0.0087
587.06702,-1.23E-04,0.0087
587.12299,-1.34E-04,0.0087
587.19098,-1.26E-04,0.0087
587.255,-1.18E-04,0.0087
587.32703,-1.13E-04,0.0087
587.39301,-1.11E-04,0.0087
587.45898,-1.11E-04,0.0087
587.526,-1.06E-04,0.0087
587.599,-1.02E-04,0.0087
587.65601,-9.23E-05,0.0087
587.72803,-9.00E-05,0.0087
587.79303,-1.02E-04,0.0087
587.85303,-1.12E-04,0.0087
587.927,-1.16E-04,0.0087
587.99298,-1.20E-04,0.0087
588.05798,-1.23E-04,0.0087
588.13501,-1.24E-04,0.0087
588.20398,-1.17E-04,0.0087
588.26898,-1.18E-04,0.0087
588.33899,-1.20E-04,0.0087
588.40802,-1.29E-04,0.0087
588.47302,-1.22E-04,0.0087
588.54901,-1.15E-04,0.0087
588.612,-9.58E-05,0.0087
588.68103,-7.37E-05,0.0087
588.74402,-7.48E-05,0.0087
588.81201,-7.37E-05,0.0087
588.87299,-8.07E-05,0.0087
588.94098,-8.65E-05,0.0087
589.01599,-9.00E-05,0.0087
589.07202,-1.01E-04,0.0087
589.13599,-1.08E-04,0.0087
589.21503,-1.20E-04,0.0087
589.28198,-1.23E-04,0.0087
589.341,-1.24E-04,0.0087
589.40399,-1.20E-04,0.0087
589.46997,-1.13E-04,0.0087
589.54401,-1.03E-04,0.0087
589.60797,-8.53E-05,0.0087
589.67798,-8.07E-05,0.0087
589.73102,-8.07E-05,0.0087
589.80298,-8.07E-05,0.0087
589.86902,-8.07E-05,0.0087
589.94,-9.58E-05,0.0087
590.00201,-1.17E-04,0.0087
590.06598,-1.23E-04,0.0087
590.14099,-1.15E-04,0.0087
590.20398,-9.82E-05,0.0087
590.26398,-9.93E-05,0.0087
590.336,-1.09E-04,0.0087
590.40503,-1.16E-04,0.0087
590.47302,-1.05E-04,0.0087
590.52899,-1.02E-04,0.0087
590.59998,-8.18E-05,0.0087
590.66803,-6.67E-05,0.0087
590.737,-5.97E-05,0.0087
590.80603,-6.08E-05,0.0087
590.86798,-6.90E-05,0.0087
590.94098,-8.07E-05,0.0087
590.992,-8.77E-05,0.0087
591.07202,-8.53E-05,0.0087
591.13397,-9.23E-05,0.0087
591.19098,-1.03E-04,0.0087
591.26099,-1.08E-04,0.0087
591.32898,-1.09E-04,0.0087
591.396,-1.11E-04,0.0087
591.45697,-1.22E-04,0.0087
591.53802,-1.37E-04,0.0087
591.591,-1.43E-04,0.0087
591.66199,-1.23E-04,0.0087
591.73602,-1.06E-04,0.0087
591.79797,-8.53E-05,0.0087
591.867,-8.65E-05,0.0087
591.92999,-7.83E-05,0.0087
592,-8.07E-05,0.0087
592.06598,-7.83E-05,0.0087
592.12799,-8.65E-05,0.0087
592.19397,-9.23E-05,0.0087
592.26001,-9.00E-05,0.0087
592.32703,-9.00E-05,0.0087
592.396,-1.02E-04,0.0087
592.46698,-1.11E-04,0.0087
592.53802,-1.08E-04,0.0087
592.599,-9.35E-05,0.0087
592.66302,-7.48E-05,0.0087
592.724,-6.55E-05,0.0087
592.79498,-5.85E-05,0.0087
592.86902,-6.20E-05,0.0087
592.92401,-6.32E-05,0.0087
592.99402,-7.60E-05,0.0087
593.065,-8.18E-05,0.0087
593.12903,-9.00E-05,0.0087
593.19397,-1.02E-04,0.0087
593.25897,-1.05E-04,0.0087
593.328,-1.03E-04,0.0087
593.39099,-1.10E-04,0.0087
593.45099,-1.22E-04,0.0087
593.526,-1.29E-04,0.0087
593.59399,-1.20E-04,0.0087
593.66699,-9.00E-05,0.0087
593.72998,-6.32E-05,0.0087
593.79303,-5.03E-05,0.0087
593.854,-5.03E-05,0.0087
593.914,-6.43E-05,0.0087
593.98401,-5.97E-05,0.0087
594.05402,-5.97E-05,0.0087
594.11798,-6.20E-05,0.0087
594.18201,-7.48E-05,0.0087
594.25702,-9.93E-05,0.0087
594.32501,-1.23E-04,0.0087
594.38898,-1.20E-04,0.0087
594.45502,-1.05E-04,0.0087
594.52502,-9.93E-05,0.0087
594.60101,-9.82E-05,0.0087
594.65802,-9.23E-05,0.0087
594.73297,-8.53E-05,0.0087
594.789,-7.13E-05,0.0087
594.86798,-6.55E-05,0.0087
594.935,-5.62E-05,0.0087
594.99701,-4.80E-05,0.0087
595.06799,-4.33E-05,0.0087
595.14099,-3.87E-05,0.0087
595.20001,-4.92E-05,0.0087
595.26898,-7.48E-05,0.0087
595.33502,-9.12E-05,0.0087
595.40302,-9.58E-05,0.0087
595.47198,-1.05E-04,0.0087
595.54102,-1.06E-04,0.0087
595.61102,-1.08E-04,0.0087
595.677,-1.03E-04,0.0087
595.73999,-8.88E-05,0.0087
595.80798,-7.02E-05,0.0087
595.87903,-4.33E-05,0.0087
595.94098,-3.28E-05,0.0087
596.00299,-3.05E-05,0.0087
596.07202,-4.45E-05,0.0087
596.13599,-5.85E-05,0.0087
596.20203,-6.90E-05,0.0087
596.276,-7.13E-05,0.0087
596.34399,-7.48E-05,0.0087
596.40601,-7.48E-05,0.0087
596.48199,-7.60E-05,0.0087
596.55103,-8.07E-05,0.0087
596.617,-8.53E-05,0.0087
596.68298,-9.23E-05,0.0087
596.75098,-9.00E-05,0.0087
596.82001,-8.42E-05,0.0087
596.89502,-7.48E-05,0.0087
596.95898,-5.85E-05,0.0087
597.026,-5.73E-05,0.0087
597.099,-5.85E-05,0.0087
597.17102,-6.20E-05,0.0087
597.23602,-5.97E-05,0.0087
597.29999,-5.97E-05,0.0087
597.36798,-6.55E-05,0.0087
597.44202,-8.65E-05,0.0087
597.49799,-1.04E-04,0.0087
597.56299,-1.08E-04,0.0087
597.62701,-1.05E-04,0.0087
597.69299,-9.23E-05,0.0087
597.76501,-7.13E-05,0.0087
597.836,-4.57E-05,0.0087
597.89899,-3.98E-05,0.0087
597.96503,-5.03E-05,0.0087
598.026,-6.20E-05,0.0087
598.10303,-5.62E-05,0.0087
598.164,-5.03E-05,0.0087
598.22302,-3.87E-05,0.0087
598.28302,-4.22E-05,0.0087
598.35199,-5.27E-05,0.0087
598.41901,-6.67E-05,0.0087
598.48199,-8.53E-05,0.0087
598.54901,-8.53E-05,0.0087
598.612,-7.95E-05,0.0087
598.67902,-8.07E-05,0.0087
598.745,-8.53E-05,0.0087
598.80798,-8.77E-05,0.0087
598.86798,-8.18E-05,0.0087
598.93903,-6.67E-05,0.0087
599.00598,-3.05E-05,0.0087
599.07703,-1.71E-07,0.0087
599.13898,1.50E-05,0.0087
599.20801,6.83E-06,0.0087
599.27002,-2.12E-05,0.0087
599.33197,-5.03E-05,0.0087
599.388,-6.90E-05,0.0087
599.46301,-8.07E-05,0.0087
599.53003,-9.58E-05,0.0087
599.58899,-9.35E-05,0.0087
599.65399,-8.88E-05,0.0087
599.72998,-7.72E-05,0.0087
599.79401,-7.02E-05,0.0087
599.86902,-6.32E-05,0.0087
599.92499,-4.57E-05,0.0087
599.98798,-2.82E-05,0.0087
600.05798,-1.53E-05,0.0087
600.12402,-2.12E-05,0.0087
600.19299,-3.52E-05,0.0087
600.26801,-5.03E-05,0.0087
600.32898,-6.32E-05,0.0087
600.39398,-5.27E-05,0.0087
600.46002,-4.80E-05,0.0087
600.52502,-5.73E-05,0.0087
600.59802,-7.48E-05,0.0087
600.66302,-1.04E-04,0.0087
600.724,-1.02E-04,0.0087
600.79498,-8.77E-05,0.0087
600.86102,-7.37E-05,0.0087
600.92603,-6.90E-05,0.0087
600.98999,-7.02E-05,0.0087
601.06299,-7.13E-05,0.0087
601.13501,-5.73E-05,0.0087
601.20599,-3.75E-05,0.0087
601.26801,-2.12E-05,0.0087
601.33502,-1.42E-05,0.0087
601.40802,-1.77E-05,0.0087
601.46503,-2.12E-05,0.0087
601.53497,-2.93E-05,0.0087
601.60101,-3.28E-05,0.0087
601.672,-4.45E-05,0.0087
601.73901,-5.97E-05,0.0087
601.80499,-6.55E-05,0.0087
601.875,-5.15E-05,0.0087
601.948,-2.58E-05,0.0087
602.01001,-8.34E-06,0.0087
602.07703,-1.42E-05,0.0087
602.146,-1.42E-05,0.0087
602.21399,-1.18E-05,0.0087
602.27899,-6.00E-06,0.0087
602.35303,-8.34E-06,0.0087
602.41803,-2.00E-05,0.0087
602.48499,-2.93E-05,0.0087
602.55103,-3.87E-05,0.0087
602.62402,-6.08E-05,0.0087
602.69299,-8.65E-05,0.0087
602.758,-1.02E-04,0.0087
602.82599,-1.03E-04,0.0087
602.90302,-8.18E-05,0.0087
602.96301,-5.50E-05,0.0087
603.02802,-1.77E-05,0.0087
603.09698,1.85E-05,0.0087
603.16602,3.33E-06,0.0087
603.23401,-1.18E-05,0.0087
603.31,-2.93E-05,0.0087
603.37402,-4.57E-05,0.0087
603.43597,-1.11E-04,0.0087
603.51099,-1.08E-04,0.0087
603.57599,-2.00E-05,0.0087
603.64001,2.55E-05,0.0087
603.70801,2.20E-05,0.0087
603.771,-2.35E-05,0.0087
603.83801,-5.03E-05,0.0087
603.90302,-4.33E-05,0.0087
603.98102,-3.52E-05,0.0087
604.03497,-2.23E-05,0.0087
604.10699,-1.30E-05,0.0087
604.16498,-1.07E-05,0.0087
604.23199,-7.17E-06,0.0087
604.29999,-6.00E-06,0.0087
604.36102,-7.17E-06,0.0087
604.42297,-1.77E-05,0.0087
604.495,-3.52E-05,0.0087
604.55798,-5.38E-05,0.0087
604.62402,-7.60E-05,0.0087
604.698,-9.70E-05,0.0087
604.75897,-1.02E-04,0.0087
604.81598,-8.42E-05,0.0087
604.89001,-2.93E-05,0.0087
604.95801,-1.30E-05,0.0087
605.021,-1.30E-05,0.0087
605.08899,-6.00E-06,0.0087
605.14801,3.33E-06,0.0087
605.216,1.27E-05,0.0087
605.28302,3.60E-05,0.0087
605.33801,4.30E-05,0.0087
605.41101,3.60E-05,0.0087
605.479,3.33E-06,0.0087
605.54401,-2.35E-05,0.0087
605.60999,-4.22E-05,0.0087
605.677,-4.57E-05,0.0087
605.73798,-4.92E-05,0.0087
605.80902,-3.75E-05,0.0087
605.87799,-3.28E-05,0.0087
605.94501,-3.28E-05,0.0087
606.013,-3.28E-05,0.0087
606.07898,-2.93E-05,0.0087
606.14697,-2.70E-05,0.0087
606.21503,-1.77E-05,0.0087
606.27197,-1.34E-06,0.0087
606.34198,1.62E-05,0.0087
606.40503,2.43E-05,0.0087
606.47601,1.03E-05,0.0087
606.53998,-1.71E-07,0.0087
606.612,-3.67E-06,0.0087
606.67902,-8.34E-06,0.0087
606.745,-2.47E-05,0.0087
606.80902,-4.45E-05,0.0087
606.87598,-4.45E-05,0.0087
606.94202,-2.23E-05,0.0087
607.01703,-1.34E-06,0.0087
607.08398,-2.50E-06,0.0087
607.14099,-1.42E-05,0.0087
607.20801,-1.77E-05,0.0087
607.271,-1.42E-05,0.0087
607.341,-6.00E-06,0.0087
607.40997,-8.34E-06,0.0087
607.47803,4.30E-05,0.0087
607.54498,6.52E-05,0.0087
607.60901,4.65E-05,0.0087
607.67603,3.60E-05,0.0087
607.742,2.43E-05,0.0087
607.80402,1.27E-05,0.0087
607.87201,-1.34E-06,0.0087
607.93402,-6.00E-06,0.0087
608.00098,-6.00E-06,0.0087
608.07001,-4.84E-06,0.0087
608.13702,-1.34E-06,0.0087
608.211,-4.84E-06,0.0087
608.27197,-1.71E-07,0.0087
608.33502,3.33E-06,0.0087
608.40601,1.97E-05,0.0087
608.46503,2.43E-05,0.0087
608.53802,2.43E-05,0.0087
608.59698,2.20E-05,0.0087
608.66901,1.38E-05,0.0087
608.73199,-2.50E-06,0.0087
608.79999,-2.47E-05,0.0087
608.87097,-2.70E-05,0.0087
608.93903,-2.82E-05,0.0087
608.99701,-3.05E-05,0.0087
609.06897,-3.87E-05,0.0087
609.13898,-3.17E-05,0.0087
609.20398,-1.71E-07,0.0087
609.271,3.60E-05,0.0087
609.34003,5.70E-05,0.0087
609.39697,4.53E-05,0.0087
609.47101,3.37E-05,0.0087
609.53699,3.60E-05,0.0087
609.60303,2.90E-05,0.0087
609.67401,9.16E-06,0.0087
609.745,-2.47E-05,0.0087
609.80103,-2.93E-05,0.0087
609.87201,-2.58E-05,0.0087
609.948,-2.00E-05,0.0087
610.01398,-1.77E-05,0.0087
610.08398,-6.00E-06,0.0087
610.14502,4.50E-06,0.0087
610.20697,1.38E-05,0.0087
610.28101,1.03E-05,0.0087
610.34698,-2.50E-06,0.0087
610.41998,-1.34E-06,0.0087
610.48901,4.50E-06,0.0087
610.54303,1.85E-05,0.0087
610.60797,2.78E-05,0.0087
610.672,3.37E-05,0.0087
610.74402,3.37E-05,0.0087
610.81598,1.50E-05,0.0087
610.88501,9.95E-07,0.0087
610.95001,-6.00E-06,0.0087
611.01898,-6.00E-06,0.0087
611.08502,-1.07E-05,0.0087
611.15503,-1.30E-05,0.0087
611.21399,-1.42E-05,0.0087
611.28497,-8.34E-06,0.0087
611.34998,6.83E-06,0.0087
611.409,1.62E-05,0.0087
611.48297,3.25E-05,0.0087
611.54901,3.37E-05,0.0087
611.60901,5.00E-05,0.0087
611.68701,5.12E-05,0.0087
611.74902,4.53E-05,0.0087
611.81299,2.78E-05,0.0087
611.88202,1.85E-05,0.0087
611.953,8.00E-06,0.0087
612.01801,3.33E-06,0.0087
612.08398,-6.00E-06,0.0087
612.14502,-1.65E-05,0.0087
612.21399,-3.28E-05,0.0087
612.28101,-3.17E-05,0.0087
612.349,-2.12E-05,0.0087
612.41498,-6.00E-06,0.0087
612.47998,1.03E-05,0.0087
612.552,-6.55E-05,0.0087
612.61401,-5.38E-05,0.0087
612.685,-1.30E-05,0.0087
612.74902,1.00E-04,0.0087
612.81702,1.23E-04,0.0087
612.88599,1.02E-04,0.0087
612.95398,2.90E-05,0.0087
613.021,2.08E-05,0.0087
613.09198,1.73E-05,0.0087
613.14899,1.62E-05,0.0087
613.22601,1.38E-05,0.0087
613.29498,1.15E-05,0.0087
613.354,1.15E-05,0.0087
613.41901,3.02E-05,0.0087
613.492,5.00E-05,0.0087
613.56201,6.63E-05,0.0087
613.62,5.70E-05,0.0087
613.68298,4.77E-05,0.0087
613.75201,4.77E-05,0.0087
613.81897,6.87E-05,0.0087
613.88397,7.22E-05,0.0087
613.95001,4.88E-05,0.0087
614.02002,2.78E-05,0.0087
614.08698,8.00E-06,0.0087
614.15698,-1.71E-07,0.0087
614.21698,1.03E-05,0.0087
614.289,2.78E-05,0.0087
614.34802,5.58E-05,0.0087
614.41101,5.47E-05,0.0087
614.48499,2.43E-05,0.0087
614.55499,-1.53E-05,0.0087
614.61902,-6.00E-06,0.0087
614.685,1.15E-05,0.0087
614.75299,3.95E-05,0.0087
614.80902,4.07E-05,0.0087
614.875,6.05E-05,0.0087
614.95001,7.45E-05,0.0087
615.01398,6.98E-05,0.0087
615.07703,6.17E-05,0.0087
615.15503,6.40E-05,0.0087
615.216,7.22E-05,0.0087
615.28003,5.82E-05,0.0087
615.34698,-1.30E-05,0.0087
615.41803,8.00E-06,0.0087
615.48199,6.98E-05,0.0087
615.54999,1.14E-04,0.0087
615.61798,1.06E-04,0.0087
615.67902,8.73E-05,0.0087
615.74298,6.63E-05,0.0087
615.81897,6.17E-05,0.0087
615.87799,6.40E-05,0.0087
615.95099,6.63E-05,0.0087
616.01898,6.05E-05,0.0087
616.08801,4.18E-05,0.0087
616.15399,1.38E-05,0.0087
616.22803,9.16E-06,0.0087
616.29401,1.50E-05,0.0087
616.35699,2.90E-05,0.0087
616.42902,2.90E-05,0.0087
616.49799,2.78E-05,0.0087
616.56097,3.02E-05,0.0087
616.62097,4.42E-05,0.0087
616.69897,7.22E-05,0.0087
616.76501,8.62E-05,0.0087
616.82501,8.03E-05,0.0087
616.90002,6.40E-05,0.0087
616.96802,7.33E-05,0.0087
617.03302,9.08E-05,0.0087
617.104,1.05E-04,0.0087
617.16498,1.01E-04,0.0087
617.229,8.97E-05,0.0087
617.29498,7.22E-05,0.0087
617.36102,5.47E-05,0.0087
617.42603,5.47E-05,0.0087
617.49597,-1.93E-04,0.0087
617.56097,-5.73E-05,0.0087
617.62,-6.32E-05,0.0087
617.698,-8.34E-06,0.0087
617.76001,3.83E-05,0.0087
617.836,4.18E-05,0.0087
617.90002,5.70E-05,0.0087
617.961,6.63E-05,0.0087
618.026,6.98E-05,0.0087
618.09497,6.98E-05,0.0087
618.16101,6.63E-05,0.0087
618.21997,6.75E-05,0.0087
618.29303,6.98E-05,0.0087
618.36102,8.03E-05,0.0087
618.41498,9.32E-05,0.0087
618.48401,8.97E-05,0.0087
618.55298,7.92E-05,0.0087
618.62402,6.52E-05,0.0087
618.69202,5.35E-05,0.0087
618.75299,4.88E-05,0.0087
618.82001,5.47E-05,0.0087
618.88098,7.10E-05,0.0087
618.953,8.73E-05,0.0087
619.01599,8.73E-05,0.0087
619.09802,7.80E-05,0.0087
619.15503,8.03E-05,0.0087
619.22699,9.32E-05,0.0087
619.28497,1.13E-04,0.0087
619.35199,1.07E-04,0.0087
619.414,8.50E-05,0.0087
619.48297,5.93E-05,0.0087
619.547,4.65E-05,0.0087
619.617,5.00E-05,0.0087
619.68298,6.40E-05,0.0087
619.75,2.78E-05,0.0087
619.81403,3.33E-06,0.0087
619.88397,1.15E-05,0.0087
619.95398,1.35E-04,0.0087
620.013,1.74E-04,0.0087
620.08002,1.42E-04,0.0087
620.14099,1.20E-04,0.0087
620.21002,8.03E-05,0.0087
620.27802,7.68E-05,0.0087
620.34497,7.80E-05,0.0087
620.41803,8.03E-05,0.0087
620.487,5.70E-05,0.0087
620.55798,3.13E-05,0.0087
620.63202,2.67E-05,0.0087
620.70898,3.02E-05,0.0087
620.77802,3.60E-05,0.0087
620.85498,4.42E-05,0.0087
620.92603,5.70E-05,0.0087
620.99902,9.55E-05,0.0087
621.07001,1.60E-04,0.0087
621.14502,1.99E-04,0.0087
621.21899,1.96E-04,0.0087
621.28699,1.65E-04,0.0087
621.36298,1.16E-04,0.0087
621.43103,9.90E-05,0.0087
621.50299,8.85E-05,0.0087
621.56799,8.50E-05,0.0087
621.64001,7.22E-05,0.0087
621.70599,5.82E-05,0.0087
621.78198,5.47E-05,0.0087
621.84302,7.22E-05,0.0087
621.90399,8.03E-05,0.0087
621.97601,5.12E-05,0.0087
622.04303,2.78E-05,0.0087
622.112,3.02E-05,0.0087
622.17798,8.03E-05,0.0087
622.24902,1.56E-04,0.0087
622.315,1.57E-04,0.0087
622.37097,1.60E-04,0.0087
622.44098,1.57E-04,0.0087
622.508,1.53E-04,0.0087
622.56799,1.29E-04,0.0087
622.62598,1.02E-04,0.0087
622.70398,8.97E-05,0.0087
622.763,9.20E-05,0.0087
622.83099,8.38E-05,0.0087
622.89502,7.22E-05,0.0087
622.95697,8.15E-05,0.0087
623.02002,1.11E-04,0.0087
623.086,1.29E-04,0.0087
623.151,1.18E-04,0.0087
623.22198,1.05E-04,0.0087
623.284,1.05E-04,0.0087
623.349,1.08E-04,0.0087
623.41199,1.12E-04,0.0087
623.47803,1.09E-04,0.0087
623.54602,1.04E-04,0.0087
623.60999,9.20E-05,0.0087
623.67999,7.57E-05,0.0087
623.75201,6.63E-05,0.0087
623.81598,7.33E-05,0.0087
623.87903,8.15E-05,0.0087
623.94397,8.50E-05,0.0087
624.01398,8.03E-05,0.0087
624.07397,8.15E-05,0.0087
624.138,9.55E-05,0.0087
624.21002,1.23E-04,0.0087
624.27899,1.43E-04,0.0087
624.33801,1.43E-04,0.0087
624.41602,1.27E-04,0.0087
624.47302,1.20E-04,0.0087
624.547,1.23E-04,0.0087
624.612,1.22E-04,0.0087
624.67798,1.22E-04,0.0087
624.74103,1.21E-04,0.0087
624.80499,1.21E-04,0.0087
624.86798,1.20E-04,0.0087
624.93597,1.12E-04,0.0087
625.00403,1.11E-04,0.0087
625.07098,1.16E-04,0.0087
625.13501,1.30E-04,0.0087
625.19702,1.33E-04,0.0087
625.26703,1.30E-04,0.0087
625.34302,1.32E-04,0.0087
