T,Delta,pO2
314.72101,1.10E-04,0.15
314.78601,1.12E-04,0.15
314.86099,1.30E-04,0.15
314.93799,1.18E-04,0.15
315.01001,1.16E-04,0.15
315.07901,1.02E-04,0.15
315.14801,1.30E-04,0.15
315.229,1.20E-04,0.15
315.30099,1.12E-04,0.15
315.37299,1.02E-04,0.15
315.444,9.94E-05,0.15
315.51501,9.94E-05,0.15
315.591,9.12E-05,0.15
315.66,9.70E-05,0.15
315.73199,9.70E-05,0.15
315.80701,9.47E-05,0.15
315.88599,8.54E-05,0.15
315.95401,1.11E-04,0.15
316.02802,1.39E-04,0.15
316.10501,1.32E-04,0.15
316.17099,1.06E-04,0.15
316.241,1.06E-04,0.15
316.29999,1.09E-04,0.15
316.37601,1.10E-04,0.15
316.45499,1.09E-04,0.15
316.52802,1.09E-04,0.15
316.599,1.04E-04,0.15
316.66699,9.94E-05,0.15
316.73999,9.94E-05,0.15
316.823,1.02E-04,0.15
316.89301,9.94E-05,0.15
316.95901,9.35E-05,0.15
317.03799,9.70E-05,0.15
317.104,1.12E-04,0.15
317.17401,1.12E-04,0.15
317.241,1.16E-04,0.15
317.319,1.18E-04,0.15
317.39301,1.12E-04,0.15
317.46799,1.02E-04,0.15
317.53699,9.94E-05,0.15
317.612,1.06E-04,0.15
317.68201,1.01E-04,0.15
317.75699,8.42E-05,0.15
317.828,8.65E-05,0.15
317.89401,1.19E-04,0.15
317.97299,1.12E-04,0.15
318.035,8.77E-05,0.15
318.10999,1.03E-04,0.15
318.172,1.08E-04,0.15
318.24899,1.01E-04,0.15
318.319,1.05E-04,0.15
318.39301,1.03E-04,0.15
318.457,1.06E-04,0.15
318.53299,1.04E-04,0.15
318.608,1.02E-04,0.15
318.67899,9.47E-05,0.15
318.75201,1.89E-05,0.15
318.82599,1.44E-04,0.15
318.89499,1.38E-04,0.15
318.97101,1.06E-04,0.15
319.03699,1.01E-04,0.15
319.10199,9.94E-05,0.15
319.17801,9.94E-05,0.15
319.24301,1.09E-04,0.15
319.31601,1.06E-04,0.15
319.383,9.59E-05,0.15
319.457,1.05E-04,0.15
319.52399,1.06E-04,0.15
319.59,1.06E-04,0.15
319.668,9.12E-05,0.15
319.742,6.90E-05,0.15
319.81,7.95E-05,0.15
319.88599,7.95E-05,0.15
319.95801,7.84E-05,0.15
320.01999,7.72E-05,0.15
320.095,8.19E-05,0.15
320.155,9.82E-05,0.15
320.233,9.47E-05,0.15
320.30801,9.70E-05,0.15
320.37601,9.70E-05,0.15
320.448,1.03E-04,0.15
320.51501,1.01E-04,0.15
320.59299,9.47E-05,0.15
320.655,9.47E-05,0.15
320.72601,9.24E-05,0.15
320.79901,9.00E-05,0.15
320.87799,9.47E-05,0.15
320.94699,9.12E-05,0.15
321.01501,9.12E-05,0.15
321.07501,8.65E-05,0.15
321.15601,1.03E-04,0.15
321.22,1.01E-04,0.15
321.29001,1.01E-04,0.15
321.35699,9.82E-05,0.15
321.435,9.70E-05,0.15
321.50299,8.77E-05,0.15
321.57901,8.65E-05,0.15
321.64499,8.77E-05,0.15
321.71399,8.65E-05,0.15
321.776,8.77E-05,0.15
321.854,8.19E-05,0.15
321.918,7.49E-05,0.15
321.98599,7.49E-05,0.15
322.064,8.54E-05,0.15
322.13501,9.12E-05,0.15
322.20499,9.12E-05,0.15
322.26999,9.00E-05,0.15
322.34399,9.12E-05,0.15
322.41,9.35E-05,0.15
322.478,9.24E-05,0.15
322.55301,8.07E-05,0.15
322.62399,8.54E-05,0.15
322.69299,9.12E-05,0.15
322.758,8.77E-05,0.15
322.82199,6.67E-05,0.15
322.89001,8.19E-05,0.15
322.96799,9.24E-05,0.15
323.03201,8.65E-05,0.15
323.108,9.00E-05,0.15
323.185,7.02E-05,0.15
323.25,7.60E-05,0.15
323.32199,9.94E-05,0.15
323.38599,1.04E-04,0.15
323.45901,8.89E-05,0.15
323.52301,9.12E-05,0.15
323.599,9.70E-05,0.15
323.67401,9.47E-05,0.15
323.74399,8.19E-05,0.15
323.80701,7.84E-05,0.15
323.88101,7.72E-05,0.15
323.94101,9.82E-05,0.15
324.017,9.59E-05,0.15
324.07901,7.25E-05,0.15
324.14999,6.90E-05,0.15
324.21301,7.02E-05,0.15
324.293,7.02E-05,0.15
324.36499,7.95E-05,0.15
324.431,8.77E-05,0.15
324.5,7.14E-05,0.15
324.573,8.30E-05,0.15
324.62601,8.30E-05,0.15
324.707,9.35E-05,0.15
324.776,9.47E-05,0.15
324.84,8.54E-05,0.15
324.914,7.37E-05,0.15
324.979,7.14E-05,0.15
325.05099,9.12E-05,0.15
325.129,9.12E-05,0.15
325.20099,9.12E-05,0.15
325.26501,8.19E-05,0.15
325.33499,7.72E-05,0.15
325.40201,7.72E-05,0.15
325.47299,9.70E-05,0.15
325.53799,8.77E-05,0.15
325.62,8.77E-05,0.15
325.686,7.95E-05,0.15
325.74899,8.54E-05,0.15
325.815,8.54E-05,0.15
325.884,9.12E-05,0.15
325.95401,9.47E-05,0.15
326.03,9.59E-05,0.15
326.095,6.90E-05,0.15
326.17401,6.67E-05,0.15
326.23499,8.89E-05,0.15
326.306,9.47E-05,0.15
326.371,8.42E-05,0.15
326.439,9.24E-05,0.15
326.51599,8.42E-05,0.15
326.58099,7.84E-05,0.15
326.65302,8.19E-05,0.15
326.724,7.60E-05,0.15
326.793,7.95E-05,0.15
326.85199,1.03E-04,0.15
326.92801,1.04E-04,0.15
326.98901,9.70E-05,0.15
327.05399,7.60E-05,0.15
327.129,7.72E-05,0.15
327.19101,8.77E-05,0.15
327.258,7.84E-05,0.15
327.33301,6.90E-05,0.15
327.39999,6.90E-05,0.15
327.47,7.37E-05,0.15
327.54199,8.07E-05,0.15
327.608,8.19E-05,0.15
327.67599,8.07E-05,0.15
327.742,7.95E-05,0.15
327.81,7.49E-05,0.15
327.879,6.67E-05,0.15
327.948,6.67E-05,0.15
328.01801,9.12E-05,0.15
328.09,8.89E-05,0.15
328.16299,7.72E-05,0.15
328.22601,6.90E-05,0.15
328.29001,7.84E-05,0.15
328.36801,8.54E-05,0.15
328.422,7.25E-05,0.15
328.487,7.37E-05,0.15
328.556,7.60E-05,0.15
328.63901,7.37E-05,0.15
328.70401,7.14E-05,0.15
328.77399,7.49E-05,0.15
328.849,8.07E-05,0.15
328.922,7.49E-05,0.15
328.983,4.57E-05,0.15
329.052,4.57E-05,0.15
329.12299,6.67E-05,0.15
329.19699,6.09E-05,0.15
329.259,5.85E-05,0.15
329.328,6.20E-05,0.15
329.40201,6.67E-05,0.15
329.46399,8.19E-05,0.15
329.526,7.95E-05,0.15
329.59601,6.79E-05,0.15
329.66699,6.55E-05,0.15
329.73099,6.67E-05,0.15
329.802,6.44E-05,0.15
329.87299,6.55E-05,0.15
329.94,6.67E-05,0.15
330.01001,5.04E-05,0.15
330.07999,6.32E-05,0.15
330.14801,5.39E-05,0.15
330.20999,4.92E-05,0.15
330.27802,6.67E-05,0.15
330.34399,6.55E-05,0.15
330.422,5.15E-05,0.15
330.48801,5.85E-05,0.15
330.55801,8.54E-05,0.15
330.629,7.02E-05,0.15
330.70001,6.20E-05,0.15
330.76199,7.02E-05,0.15
330.82999,6.32E-05,0.15
330.89999,5.85E-05,0.15
330.96701,5.74E-05,0.15
331.035,5.50E-05,0.15
331.10501,4.80E-05,0.15
331.168,5.85E-05,0.15
331.23901,4.92E-05,0.15
331.30899,4.57E-05,0.15
331.37799,7.02E-05,0.15
331.44299,6.79E-05,0.15
331.509,5.15E-05,0.15
331.57901,5.74E-05,0.15
331.64899,4.80E-05,0.15
331.715,4.57E-05,0.15
331.785,7.49E-05,0.15
331.849,7.49E-05,0.15
331.92001,8.19E-05,0.15
331.98999,6.90E-05,0.15
332.05899,5.04E-05,0.15
332.121,5.27E-05,0.15
332.19199,3.99E-05,0.15
332.258,3.99E-05,0.15
332.328,3.75E-05,0.15
332.388,5.74E-05,0.15
332.46399,5.04E-05,0.15
332.526,4.57E-05,0.15
332.604,4.80E-05,0.15
332.668,5.97E-05,0.15
332.73801,7.02E-05,0.15
332.80301,6.67E-05,0.15
332.86899,6.09E-05,0.15
332.92899,6.20E-05,0.15
333.01401,7.60E-05,0.15
333.07401,5.97E-05,0.15
333.13501,4.92E-05,0.15
333.20801,5.04E-05,0.15
333.27499,4.92E-05,0.15
333.34399,5.15E-05,0.15
333.40302,5.15E-05,0.15
333.47299,5.04E-05,0.15
333.54599,4.57E-05,0.15
333.61099,5.27E-05,0.15
333.686,5.39E-05,0.15
333.755,5.50E-05,0.15
333.81699,6.32E-05,0.15
333.883,5.85E-05,0.15
333.94601,6.79E-05,0.15
334.01901,5.85E-05,0.15
334.09,4.92E-05,0.15
334.16,5.15E-05,0.15
334.228,5.50E-05,0.15
334.293,3.87E-05,0.15
334.362,3.87E-05,0.15
334.436,6.09E-05,0.15
334.492,5.85E-05,0.15
334.573,4.92E-05,0.15
334.634,6.67E-05,0.15
334.70599,7.95E-05,0.15
334.76501,6.09E-05,0.15
334.84399,5.04E-05,0.15
334.91101,5.04E-05,0.15
334.97601,4.92E-05,0.15
335.04199,5.39E-05,0.15
335.108,6.32E-05,0.15
335.17899,4.22E-05,0.15
335.23599,3.99E-05,0.15
335.31299,3.75E-05,0.15
335.37299,4.57E-05,0.15
335.444,4.57E-05,0.15
335.51199,5.50E-05,0.15
335.58499,5.62E-05,0.15
335.65302,6.44E-05,0.15
335.71701,6.09E-05,0.15
335.78,5.85E-05,0.15
335.84698,6.32E-05,0.15
335.91599,4.92E-05,0.15
335.98901,5.74E-05,0.15
336.04401,6.44E-05,0.15
336.12,4.34E-05,0.15
336.18701,4.10E-05,0.15
336.24701,4.57E-05,0.15
336.32199,6.32E-05,0.15
336.392,6.44E-05,0.15
336.45999,7.37E-05,0.15
336.53,5.50E-05,0.15
336.58899,5.27E-05,0.15
336.66199,5.74E-05,0.15
336.73001,5.39E-05,0.15
336.80499,4.92E-05,0.15
336.871,6.09E-05,0.15
336.93201,5.74E-05,0.15
337.005,5.27E-05,0.15
337.07501,5.15E-05,0.15
337.14301,4.57E-05,0.15
337.20099,4.45E-05,0.15
337.27499,4.57E-05,0.15
337.34601,5.15E-05,0.15
337.40799,4.57E-05,0.15
337.48199,4.92E-05,0.15
337.54401,4.92E-05,0.15
337.608,4.92E-05,0.15
337.677,6.44E-05,0.15
337.75,5.27E-05,0.15
337.82199,4.57E-05,0.15
337.87799,5.39E-05,0.15
337.95499,5.27E-05,0.15
338.017,5.27E-05,0.15
338.09399,3.75E-05,0.15
338.15399,-1.15E-05,0.15
338.22601,3.40E-05,0.15
338.28101,4.69E-05,0.15
338.353,4.57E-05,0.15
338.44101,4.34E-05,0.15
338.495,3.99E-05,0.15
338.56,5.15E-05,0.15
338.63199,4.45E-05,0.15
338.69501,5.50E-05,0.15
338.767,8.65E-05,0.15
338.83401,9.12E-05,0.15
338.905,5.04E-05,0.15
338.961,5.85E-05,0.15
339.02802,8.30E-05,0.15
339.09799,6.90E-05,0.15
339.16501,5.15E-05,0.15
339.24301,5.27E-05,0.15
339.297,4.57E-05,0.15
339.362,4.92E-05,0.15
339.44,5.27E-05,0.15
339.50101,4.57E-05,0.15
339.57199,4.34E-05,0.15
339.64001,6.90E-05,0.15
339.703,6.90E-05,0.15
339.76999,4.80E-05,0.15
339.83401,5.62E-05,0.15
339.90701,4.57E-05,0.15
339.97299,3.64E-05,0.15
340.05099,3.75E-05,0.15
340.11099,3.05E-05,0.15
340.18399,3.05E-05,0.15
340.25,4.22E-05,0.15
340.31299,5.39E-05,0.15
340.38599,4.92E-05,0.15
340.452,3.99E-05,0.15
340.51801,4.34E-05,0.15
340.58801,5.62E-05,0.15
340.66199,4.45E-05,0.15
340.72101,3.52E-05,0.15
340.78799,6.67E-05,0.15
340.85999,5.15E-05,0.15
340.927,1.89E-05,0.15
340.996,3.40E-05,0.15
341.05301,4.92E-05,0.15
341.12399,3.87E-05,0.15
341.194,4.34E-05,0.15
341.25201,4.22E-05,0.15
341.33401,3.99E-05,0.15
341.40302,3.40E-05,0.15
341.45599,4.45E-05,0.15
341.52499,4.34E-05,0.15
341.591,2.24E-05,0.15
341.659,3.17E-05,0.15
341.724,6.44E-05,0.15
341.79401,4.57E-05,0.15
341.86099,2.59E-05,0.15
341.927,2.12E-05,0.15
342,3.17E-05,0.15
342.052,4.34E-05,0.15
342.12799,3.87E-05,0.15
342.19101,3.99E-05,0.15
342.26001,3.99E-05,0.15
342.32501,3.87E-05,0.15
342.388,4.34E-05,0.15
342.457,4.22E-05,0.15
342.52701,4.69E-05,0.15
342.599,4.57E-05,0.15
342.664,4.57E-05,0.15
342.72601,4.69E-05,0.15
342.798,4.92E-05,0.15
342.858,4.92E-05,0.15
342.92499,3.99E-05,0.15
342.99399,4.10E-05,0.15
343.05701,4.34E-05,0.15
343.12701,3.87E-05,0.15
343.19299,3.40E-05,0.15
343.26199,3.40E-05,0.15
343.33099,3.75E-05,0.15
343.39499,4.69E-05,0.15
343.465,3.99E-05,0.15
343.52701,3.75E-05,0.15
343.60599,5.15E-05,0.15
343.668,2.82E-05,0.15
343.737,2.47E-05,0.15
343.80301,3.05E-05,0.15
343.871,4.57E-05,0.15
343.92899,4.57E-05,0.15
343.99799,3.52E-05,0.15
344.06699,9.54E-06,0.15
344.14099,2.47E-05,0.15
344.20599,3.87E-05,0.15
344.276,5.04E-05,0.15
344.34799,6.09E-05,0.15
344.41699,6.09E-05,0.15
344.48099,3.99E-05,0.15
344.53601,1.65E-05,0.15
344.608,1.89E-05,0.15
344.67599,3.17E-05,0.15
344.746,3.17E-05,0.15
344.806,3.05E-05,0.15
344.88,3.64E-05,0.15
344.94101,3.64E-05,0.15
345.01199,3.17E-05,0.15
345.08099,2.00E-05,0.15
345.13599,1.54E-05,0.15
345.216,2.24E-05,0.15
345.27802,3.75E-05,0.15
345.354,4.45E-05,0.15
345.41299,3.05E-05,0.15
345.48099,1.89E-05,0.15
345.552,3.17E-05,0.15
345.61899,3.99E-05,0.15
345.68701,2.24E-05,0.15
345.75201,2.24E-05,0.15
345.81601,1.89E-05,0.15
345.888,2.70E-05,0.15
345.95801,3.29E-05,0.15
346.01001,2.82E-05,0.15
346.07501,2.47E-05,0.15
346.151,2.00E-05,0.15
346.211,1.89E-05,0.15
346.28601,2.35E-05,0.15
346.35501,2.82E-05,0.15
346.418,3.29E-05,0.15
346.48599,3.40E-05,0.15
346.56201,3.40E-05,0.15
346.62299,2.94E-05,0.15
346.69299,3.40E-05,0.15
346.754,3.17E-05,0.15
346.82199,2.47E-05,0.15
346.89001,2.47E-05,0.15
346.95901,2.24E-05,0.15
347.026,2.47E-05,0.15
347.095,1.89E-05,0.15
347.155,1.42E-05,0.15
347.22699,2.00E-05,0.15
347.29199,2.47E-05,0.15
347.35901,2.24E-05,0.15
347.42001,2.94E-05,0.15
347.49301,3.29E-05,0.15
347.56201,3.75E-05,0.15
347.61401,3.40E-05,0.15
347.69501,2.24E-05,0.15
347.76599,1.65E-05,0.15
347.82401,1.65E-05,0.15
347.89499,1.54E-05,0.15
347.95801,3.71E-06,0.15
348.02399,2.35E-05,0.15
348.099,1.77E-05,0.15
348.164,1.77E-05,0.15
348.22501,9.54E-06,0.15
348.29901,1.54E-05,0.15
348.36899,3.17E-05,0.15
348.431,2.94E-05,0.15
348.49899,3.40E-05,0.15
348.55801,3.40E-05,0.15
348.62701,1.54E-05,0.15
348.69901,2.35E-05,0.15
348.75601,2.00E-05,0.15
348.83301,2.47E-05,0.15
348.89899,1.30E-05,0.15
348.966,7.21E-06,0.15
349.035,3.71E-06,0.15
349.10001,-2.13E-06,0.15
349.16501,1.37E-06,0.15
349.22699,4.10E-05,0.15
349.29901,4.45E-05,0.15
349.37399,3.40E-05,0.15
349.43301,2.59E-05,0.15
349.495,2.82E-05,0.15
349.56601,2.47E-05,0.15
349.63101,2.24E-05,0.15
349.702,2.35E-05,0.15
349.763,2.59E-05,0.15
349.841,2.47E-05,0.15
349.90399,2.35E-05,0.15
349.966,1.89E-05,0.15
350.03101,1.77E-05,0.15
350.10101,4.87E-06,0.15
350.16699,7.21E-06,0.15
350.23999,1.89E-05,0.15
350.30399,2.12E-05,0.15
350.37601,1.42E-05,0.15
350.44199,1.07E-05,0.15
350.5,1.77E-05,0.15
350.57599,3.75E-05,0.15
350.64401,3.40E-05,0.15
350.703,2.47E-05,0.15
350.76901,2.70E-05,0.15
350.83301,2.12E-05,0.15
350.89999,1.54E-05,0.15
350.97601,9.54E-06,0.15
351.03799,1.30E-05,0.15
351.108,1.30E-05,0.15
351.17801,3.71E-06,0.15
351.24399,7.21E-06,0.15
351.306,1.54E-05,0.15
351.37299,1.65E-05,0.15
351.436,1.77E-05,0.15
351.50201,2.24E-05,0.15
351.578,3.17E-05,0.15
351.64001,3.29E-05,0.15
351.69901,2.70E-05,0.15
351.77499,2.24E-05,0.15
351.83801,8.37E-06,0.15
351.90701,3.71E-06,0.15
351.97501,1.07E-05,0.15
352.03699,7.21E-06,0.15
352.104,2.08E-07,0.15
352.16599,8.37E-06,0.15
352.245,3.71E-06,0.15
352.30399,2.24E-05,0.15
352.36899,1.65E-05,0.15
352.43799,1.89E-05,0.15
352.50299,1.77E-05,0.15
352.57401,1.30E-05,0.15
352.63699,9.54E-06,0.15
352.69901,1.65E-05,0.15
352.763,1.65E-05,0.15
352.83801,7.21E-06,0.15
352.90601,-5.63E-06,0.15
352.974,-2.13E-06,0.15
353.04199,1.89E-05,0.15
353.103,1.42E-05,0.15
353.17401,1.30E-05,0.15
353.242,1.54E-05,0.15
353.31799,1.42E-05,0.15
353.38,4.45E-05,0.15
353.45801,2.94E-05,0.15
353.51099,2.35E-05,0.15
353.57199,2.59E-05,0.15
353.64499,2.82E-05,0.15
353.71701,2.47E-05,0.15
353.772,9.54E-06,0.15
353.84399,9.54E-06,0.15
353.91101,1.30E-05,0.15
353.974,1.19E-05,0.15
354.04099,-7.96E-06,0.15
354.10699,-1.61E-05,0.15
354.17999,-1.50E-05,0.15
354.241,-2.13E-06,0.15
354.314,8.37E-06,0.15
354.38599,2.12E-05,0.15
354.448,2.59E-05,0.15
354.51199,1.65E-05,0.15
354.578,2.82E-05,0.15
354.642,3.17E-05,0.15
354.711,-9.59E-07,0.15
354.77802,1.19E-05,0.15
354.85101,4.87E-06,0.15
354.91299,1.37E-06,0.15
354.98401,1.37E-06,0.15
355.04599,-2.31E-05,0.15
355.10699,-4.46E-06,0.15
355.17801,-4.46E-06,0.15
355.24899,-1.50E-05,0.15
355.314,2.00E-05,0.15
355.379,1.19E-05,0.15
355.44299,2.08E-07,0.15
355.51401,1.19E-05,0.15
355.586,4.87E-06,0.15
355.647,7.21E-06,0.15
355.71701,9.54E-06,0.15
355.78699,-2.13E-06,0.15
355.85001,7.21E-06,0.15
355.90799,-1.03E-05,0.15
355.97699,7.21E-06,0.15
356.04999,-1.85E-05,0.15
356.12701,-1.73E-05,0.15
356.19101,-2.13E-06,0.15
356.259,4.87E-06,0.15
356.32101,-2.13E-06,0.15
356.38101,-1.26E-05,0.15
356.44901,-3.29E-06,0.15
356.51999,7.21E-06,0.15
356.58899,1.19E-05,0.15
356.64801,1.65E-05,0.15
356.71301,2.35E-05,0.15
356.78299,3.71E-06,0.15
356.84399,-4.46E-06,0.15
356.91901,-2.55E-05,0.15
356.98599,-1.15E-05,0.15
357.05499,2.54E-06,0.15
357.13,2.08E-07,0.15
357.18701,-4.46E-06,0.15
357.25601,-2.55E-05,0.15
357.327,7.21E-06,0.15
357.384,8.37E-06,0.15
357.45401,7.21E-06,0.15
357.52399,1.54E-05,0.15
357.58899,1.65E-05,0.15
357.66199,6.04E-06,0.15
357.71701,-4.46E-06,0.15
357.789,1.37E-06,0.15
357.858,2.54E-06,0.15
357.92001,-2.13E-06,0.15
357.991,-3.29E-06,0.15
358.06201,-2.13E-06,0.15
358.12399,-9.13E-06,0.15
358.194,-1.38E-05,0.15
358.26199,-1.15E-05,0.15
358.336,-1.15E-05,0.15
358.39999,-2.13E-06,0.15
358.465,6.04E-06,0.15
358.53201,7.21E-06,0.15
358.59399,7.21E-06,0.15
358.65701,6.04E-06,0.15
358.73099,1.07E-05,0.15
358.798,7.21E-06,0.15
358.862,-5.63E-06,0.15
358.939,-5.63E-06,0.15
358.99799,-7.96E-06,0.15
359.069,-1.96E-05,0.15
359.142,-2.31E-05,0.15
359.203,3.71E-06,0.15
359.267,-1.03E-05,0.15
359.34,-1.85E-05,0.15
359.405,-1.85E-05,0.15
359.478,-1.85E-05,0.15
359.54599,-6.79E-06,0.15
359.60999,-6.79E-06,0.15
359.672,-1.15E-05,0.15
359.73801,-4.46E-06,0.15
359.80301,-5.63E-06,0.15
359.86899,-2.13E-06,0.15
359.94101,-1.61E-05,0.15
360,-3.83E-05,0.15
