T,Delta,pO2
529.698,-1.67E-04,0.208
529.76398,-1.67E-04,0.208
529.83099,-1.98E-04,0.208
529.90198,-1.23E-04,0.208
529.96698,-1.08E-04,0.208
530.03198,-1.72E-04,0.208
530.09698,-1.72E-04,0.208
530.16602,-1.38E-04,0.208
530.22699,-1.41E-04,0.208
530.30103,-2.01E-04,0.208
530.36902,-1.98E-04,0.208
530.43298,-1.73E-04,0.208
530.5,-1.63E-04,0.208
530.56097,-1.56E-04,0.208
530.63898,-1.35E-04,0.208
530.69501,-1.63E-04,0.208
530.76703,-1.66E-04,0.208
530.82898,-1.56E-04,0.208
530.89398,-1.29E-04,0.208
530.96399,-1.34E-04,0.208
531.03101,-1.67E-04,0.208
531.099,-1.63E-04,0.208
531.16199,-1.34E-04,0.208
531.22601,-8.92E-05,0.208
531.29901,-8.68E-05,0.208
531.362,-1.08E-04,0.208
531.42798,-1.42E-04,0.208
531.495,-1.83E-04,0.208
531.56097,-1.91E-04,0.208
531.62598,-1.03E-04,0.208
531.69299,-1.14E-04,0.208
531.76001,-1.56E-04,0.208
531.83197,-1.48E-04,0.208
531.89899,-1.49E-04,0.208
531.961,-1.90E-04,0.208
532.02197,-2.18E-04,0.208
532.09302,-1.74E-04,0.208
532.16699,-1.44E-04,0.208
532.23499,-1.63E-04,0.208
532.29602,-1.63E-04,0.208
532.37701,-1.27E-04,0.208
532.43298,-1.46E-04,0.208
532.49298,-1.28E-04,0.208
532.56403,-1.20E-04,0.208
532.63501,-1.20E-04,0.208
532.698,-1.22E-04,0.208
532.771,-1.62E-04,0.208
532.83698,-2.19E-04,0.208
532.90302,-2.85E-04,0.208
532.96899,-1.97E-04,0.208
533.04999,-1.48E-04,0.208
533.11298,-1.66E-04,0.208
533.17297,-1.60E-04,0.208
533.24597,-1.20E-04,0.208
533.30701,-1.20E-04,0.208
533.37299,-1.44E-04,0.208
533.44098,-1.52E-04,0.208
533.50897,-1.35E-04,0.208
533.57001,-1.43E-04,0.208
533.63702,-6.82E-05,0.208
533.70203,-1.81E-04,0.208
533.77197,-1.98E-04,0.208
533.83398,-1.56E-04,0.208
533.90601,-1.86E-04,0.208
533.974,-1.98E-04,0.208
534.034,-1.74E-04,0.208
534.10303,-1.74E-04,0.208
534.17297,-1.77E-04,0.208
534.23199,-1.58E-04,0.208
534.30298,-1.80E-04,0.208
534.37299,-1.91E-04,0.208
534.43402,-1.92E-04,0.208
534.49597,-1.65E-04,0.208
534.55902,-1.67E-04,0.208
534.62402,-1.69E-04,0.208
534.69897,-1.63E-04,0.208
534.76099,-1.67E-04,0.208
534.828,-1.38E-04,0.208
534.89301,-1.59E-04,0.208
534.961,-1.48E-04,0.208
535.02002,-1.57E-04,0.208
535.09601,-1.93E-04,0.208
535.16199,-1.90E-04,0.208
535.23199,-1.66E-04,0.208
535.29901,-1.97E-04,0.208
535.36603,-1.92E-04,0.208
535.42297,-1.85E-04,0.208
535.49402,-1.46E-04,0.208
535.56201,-1.48E-04,0.208
535.633,-1.80E-04,0.208
535.70001,-2.51E-04,0.208
535.76099,-1.56E-04,0.208
535.83099,-1.50E-04,0.208
535.89899,-1.45E-04,0.208
535.96002,-2.27E-04,0.208
536.03601,-1.52E-04,0.208
536.099,-1.13E-04,0.208
536.159,-1.24E-04,0.208
536.22699,-1.65E-04,0.208
536.29303,-1.59E-04,0.208
536.35797,-1.62E-04,0.208
536.42499,-1.59E-04,0.208
536.48602,-1.63E-04,0.208
536.56097,-1.64E-04,0.208
536.625,-1.80E-04,0.208
536.68903,-1.53E-04,0.208
536.76202,-1.90E-04,0.208
536.83002,-2.11E-04,0.208
536.90198,-2.05E-04,0.208
536.96198,-1.88E-04,0.208
537.039,-1.78E-04,0.208
537.104,-1.74E-04,0.208
537.16602,-1.73E-04,0.208
537.23499,-1.74E-04,0.208
537.29901,-1.52E-04,0.208
537.36401,-1.93E-04,0.208
537.435,-1.98E-04,0.208
537.50403,-1.79E-04,0.208
537.565,-2.05E-04,0.208
537.63098,-1.88E-04,0.208
537.70398,-1.45E-04,0.208
537.76703,-1.51E-04,0.208
537.82599,-1.31E-04,0.208
537.88898,-1.86E-04,0.208
537.96002,-1.45E-04,0.208
538.03302,-1.69E-04,0.208
538.09302,-1.70E-04,0.208
538.16101,-1.83E-04,0.208
538.22998,-2.26E-04,0.208
538.29498,-1.45E-04,0.208
538.36401,-1.44E-04,0.208
538.42798,-1.67E-04,0.208
538.5,-1.74E-04,0.208
538.56097,-1.62E-04,0.208
538.625,-1.71E-04,0.208
538.698,-1.87E-04,0.208
538.76001,-1.73E-04,0.208
538.83002,-1.65E-04,0.208
538.89801,-1.74E-04,0.208
538.95801,-1.85E-04,0.208
539.026,-2.07E-04,0.208
539.09601,-2.13E-04,0.208
539.15698,-1.70E-04,0.208
539.22699,-1.88E-04,0.208
539.29401,-2.22E-04,0.208
539.35797,-1.98E-04,0.208
539.42603,-1.85E-04,0.208
539.48999,-1.91E-04,0.208
539.55701,-1.84E-04,0.208
539.62201,-1.59E-04,0.208
539.68103,-7.75E-05,0.208
539.75403,-1.52E-04,0.208
539.81702,-1.78E-04,0.208
539.87903,-1.98E-04,0.208
539.94702,-9.62E-05,0.208
540.01703,-1.62E-04,0.208
540.07898,-1.56E-04,0.208
540.14502,-1.57E-04,0.208
540.21698,-1.67E-04,0.208
540.284,-1.77E-04,0.208
540.34003,-1.94E-04,0.208
540.41101,-2.18E-04,0.208
540.47601,-1.73E-04,0.208
540.53998,-1.24E-04,0.208
540.60498,-1.32E-04,0.208
540.67603,-1.98E-04,0.208
540.745,-2.00E-04,0.208
540.80499,-1.62E-04,0.208
540.87201,-1.71E-04,0.208
540.93799,-1.45E-04,0.208
541.005,-1.20E-04,0.208
541.07202,-1.74E-04,0.208
541.14001,-1.99E-04,0.208
541.20898,-1.65E-04,0.208
541.27899,-1.80E-04,0.208
541.349,-2.00E-04,0.208
541.41302,-2.07E-04,0.208
541.479,-1.92E-04,0.208
541.55902,-1.80E-04,0.208
541.612,-1.59E-04,0.208
541.68201,-1.63E-04,0.208
541.74799,-1.77E-04,0.208
541.80298,-1.76E-04,0.208
541.88501,-1.95E-04,0.208
541.94897,-3.10E-04,0.208
542.01898,-2.01E-04,0.208
542.08197,-5.18E-05,0.208
542.15002,-1.46E-04,0.208
542.20801,-2.01E-04,0.208
542.27899,-1.98E-04,0.208
542.35199,-1.63E-04,0.208
542.41101,-1.43E-04,0.208
542.47198,-1.14E-04,0.208
542.53497,-1.29E-04,0.208
542.61298,-1.41E-04,0.208
542.68402,-1.38E-04,0.208
542.75,-1.59E-04,0.208
542.82098,-2.34E-04,0.208
542.88202,-2.25E-04,0.208
542.94299,-1.79E-04,0.208
543.01202,-1.79E-04,0.208
543.08899,-1.93E-04,0.208
543.14801,-1.74E-04,0.208
543.21802,-1.52E-04,0.208
543.28101,-1.71E-04,0.208
543.341,-1.77E-04,0.208
543.401,-1.38E-04,0.208
543.47198,-1.32E-04,0.208
543.54303,-1.52E-04,0.208
543.61603,-1.53E-04,0.208
543.66998,-1.91E-04,0.208
543.74298,-2.11E-04,0.208
543.80402,-1.62E-04,0.208
543.875,-1.77E-04,0.208
543.94098,-2.01E-04,0.208
544.00897,-1.93E-04,0.208
544.07703,-1.74E-04,0.208
544.13898,-1.85E-04,0.208
544.21002,-1.49E-04,0.208
544.27301,-1.57E-04,0.208
544.341,-1.65E-04,0.208
544.40802,-1.41E-04,0.208
544.46997,-1.83E-04,0.208
544.54199,-1.78E-04,0.208
544.60699,-1.62E-04,0.208
544.67603,-1.44E-04,0.208
544.74402,-1.48E-04,0.208
544.80298,-1.27E-04,0.208
544.867,-1.29E-04,0.208
544.92999,-1.76E-04,0.208
544.99799,-2.12E-04,0.208
545.06897,-1.48E-04,0.208
545.13202,-1.58E-04,0.208
545.198,-1.92E-04,0.208
545.26398,-1.84E-04,0.208
545.336,-1.41E-04,0.208
545.39502,-1.56E-04,0.208
545.46899,-1.95E-04,0.208
545.53003,-1.90E-04,0.208
545.599,-1.80E-04,0.208
545.66498,-1.70E-04,0.208
545.72302,-2.43E-04,0.208
545.79303,-2.19E-04,0.208
545.85901,-1.27E-04,0.208
545.92603,-1.63E-04,0.208
545.98798,-1.74E-04,0.208
546.04901,-1.30E-04,0.208
546.12,-1.90E-04,0.208
546.18298,-2.15E-04,0.208
546.25098,-1.74E-04,0.208
546.315,-1.71E-04,0.208
546.37799,-1.45E-04,0.208
546.43701,-1.52E-04,0.208
546.51398,-1.56E-04,0.208
546.586,-1.15E-04,0.208
546.64899,-1.31E-04,0.208
546.71899,-1.69E-04,0.208
546.78101,-1.53E-04,0.208
546.84198,-1.23E-04,0.208
546.91302,-2.05E-04,0.208
546.987,-2.29E-04,0.208
547.04602,-1.92E-04,0.208
547.125,-1.78E-04,0.208
547.18597,-1.41E-04,0.208
547.25098,-1.24E-04,0.208
547.315,-1.35E-04,0.208
547.383,-1.49E-04,0.208
547.44501,-1.56E-04,0.208
547.50702,-1.27E-04,0.208
547.57098,-1.14E-04,0.208
547.64099,-1.28E-04,0.208
547.716,-1.62E-04,0.208
547.78101,-1.74E-04,0.208
547.84497,-1.83E-04,0.208
547.91498,-1.63E-04,0.208
547.98297,-1.94E-04,0.208
548.05298,-1.69E-04,0.208
548.10602,-1.67E-04,0.208
548.17999,-1.52E-04,0.208
548.25403,-1.60E-04,0.208
548.32501,-1.69E-04,0.208
548.39301,-1.48E-04,0.208
548.46399,-1.29E-04,0.208
548.52502,-1.22E-04,0.208
548.58899,-1.65E-04,0.208
548.65503,-1.63E-04,0.208
548.724,-1.79E-04,0.208
548.78802,-1.88E-04,0.208
548.86499,-1.57E-04,0.208
548.935,-2.72E-04,0.208
548.99298,-1.27E-04,0.208
549.05298,-9.03E-05,0.208
549.12598,-9.85E-05,0.208
549.18799,-1.38E-04,0.208
549.24701,-1.38E-04,0.208
549.31299,-1.29E-04,0.208
549.39398,-1.32E-04,0.208
549.45203,-1.41E-04,0.208
549.52002,-1.44E-04,0.208
549.58398,-1.44E-04,0.208
549.64502,-1.59E-04,0.208
549.71997,-1.95E-04,0.208
549.78198,-2.00E-04,0.208
549.85498,-1.62E-04,0.208
549.909,-1.55E-04,0.208
549.98297,-1.64E-04,0.208
550.05902,-1.71E-04,0.208
550.11902,-1.59E-04,0.208
550.18701,-1.46E-04,0.208
550.24799,-1.65E-04,0.208
550.32098,-1.76E-04,0.208
550.38202,-1.67E-04,0.208
550.45599,-1.72E-04,0.208
550.521,-1.76E-04,0.208
550.58002,-1.34E-04,0.208
550.65503,-1.20E-04,0.208
550.72601,-1.53E-04,0.208
550.78003,-1.49E-04,0.208
550.85797,-1.53E-04,0.208
550.91901,-1.65E-04,0.208
550.98199,-1.23E-04,0.208
551.05298,-1.69E-04,0.208
551.12402,-1.85E-04,0.208
551.18903,-1.69E-04,0.208
551.263,-1.85E-04,0.208
551.32202,-1.77E-04,0.208
551.396,-1.67E-04,0.208
551.45697,-1.69E-04,0.208
551.52301,-1.23E-04,0.208
551.59302,-1.25E-04,0.208
551.65399,-1.16E-04,0.208
551.72198,-1.48E-04,0.208
551.78003,-1.18E-04,0.208
551.84802,-1.34E-04,0.208
551.91302,-1.78E-04,0.208
551.974,-1.56E-04,0.208
552.04199,-1.90E-04,0.208
552.10303,-1.57E-04,0.208
552.16699,-1.50E-04,0.208
552.23199,-1.64E-04,0.208
552.30499,-1.21E-04,0.208
552.35901,-1.49E-04,0.208
552.42401,-1.84E-04,0.208
552.49701,-1.46E-04,0.208
552.55298,-1.41E-04,0.208
552.62,-1.45E-04,0.208
552.69098,-1.74E-04,0.208
552.75201,-1.55E-04,0.208
552.81403,-1.41E-04,0.208
552.88098,-1.41E-04,0.208
552.95001,-1.53E-04,0.208
553.01398,-1.65E-04,0.208
553.078,-1.59E-04,0.208
553.14502,-1.57E-04,0.208
553.21698,-1.70E-04,0.208
553.28497,-1.41E-04,0.208
553.349,-1.80E-04,0.208
553.41901,-1.90E-04,0.208
553.48102,-1.69E-04,0.208
553.552,-1.38E-04,0.208
553.60999,-1.25E-04,0.208
553.68103,-1.46E-04,0.208
553.75299,-1.41E-04,0.208
553.81403,-1.67E-04,0.208
553.88202,-1.70E-04,0.208
553.94501,-1.51E-04,0.208
554.01501,-1.42E-04,0.208
554.07898,-1.66E-04,0.208
554.14801,-1.27E-04,0.208
554.216,-1.24E-04,0.208
554.27698,-1.31E-04,0.208
554.34399,-1.06E-04,0.208
554.40503,-1.50E-04,0.208
554.47803,-1.84E-04,0.208
554.54797,-1.71E-04,0.208
554.61298,-1.58E-04,0.208
554.68799,-1.11E-04,0.208
554.75598,-8.10E-05,0.208
554.81799,-1.08E-04,0.208
554.883,-2.82E-04,0.208
554.95502,-3.18E-04,0.208
555.02197,-9.50E-05,0.208
555.09198,-2.53E-04,0.208
555.16101,-1.23E-04,0.208
555.23297,-5.53E-05,0.208
555.29999,-4.48E-05,0.208
555.36401,-8.92E-05,0.208
555.42499,-4.51E-04,0.208
555.49298,-9.85E-05,0.208
555.56403,-7.63E-05,0.208
555.63202,-8.92E-05,0.208
555.703,-9.50E-05,0.208
555.77399,-9.38E-05,0.208
555.836,-1.11E-04,0.208
555.90503,-1.24E-04,0.208
555.96899,-1.17E-04,0.208
556.034,-1.69E-04,0.208
556.09601,-2.12E-04,0.208
556.172,-1.49E-04,0.208
556.23401,-1.37E-04,0.208
556.29303,-1.27E-04,0.208
556.367,-1.41E-04,0.208
556.435,-1.43E-04,0.208
556.49902,-1.63E-04,0.208
556.56702,-1.35E-04,0.208
556.62903,-1.07E-04,0.208
556.68103,-1.08E-04,0.208
556.75098,-1.66E-04,0.208
556.815,-1.63E-04,0.208
556.88098,-1.58E-04,0.208
556.94,-1.25E-04,0.208
557.008,-1.02E-04,0.208
557.06897,-1.92E-04,0.208
557.14099,-1.64E-04,0.208
557.20398,-1.77E-04,0.208
557.27002,-1.71E-04,0.208
557.33801,-1.23E-04,0.208
557.39398,-1.03E-04,0.208
557.46198,-1.03E-04,0.208
557.52802,-1.32E-04,0.208
557.59198,-1.28E-04,0.208
557.66302,-1.02E-04,0.208
557.73102,-9.03E-05,0.208
557.79901,-1.38E-04,0.208
557.85498,-1.53E-04,0.208
557.92499,-1.69E-04,0.208
558.00098,-1.98E-04,0.208
558.06201,-1.84E-04,0.208
558.12903,-5.77E-05,0.208
558.19397,-1.24E-04,0.208
558.26398,-1.08E-04,0.208
558.33301,-7.52E-05,0.208
558.40002,-1.63E-04,0.208
558.466,-1.66E-04,0.208
558.53302,-1.53E-04,0.208
558.60602,-1.56E-04,0.208
558.66803,-1.27E-04,0.208
558.74103,-1.29E-04,0.208
558.80103,-1.09E-04,0.208
558.86603,-1.16E-04,0.208
558.93903,-1.24E-04,0.208
559.00897,-1.18E-04,0.208
559.07202,-1.27E-04,0.208
559.14001,-1.35E-04,0.208
559.203,-1.29E-04,0.208
559.26599,-1.34E-04,0.208
559.34302,-1.21E-04,0.208
559.40698,-1.24E-04,0.208
559.46899,-1.53E-04,0.208
559.53802,-1.44E-04,0.208
559.60901,-1.59E-04,0.208
559.66602,-9.62E-05,0.208
559.737,-7.75E-05,0.208
559.79999,-1.28E-04,0.208
559.86499,-1.57E-04,0.208
559.92603,-1.64E-04,0.208
560.01398,-1.63E-04,0.208
560.06799,-1.13E-04,0.208
560.12799,-9.85E-05,0.208
560.19501,-1.18E-04,0.208
560.25897,-1.30E-04,0.208
560.32397,-1.41E-04,0.208
560.38397,-1.66E-04,0.208
560.46399,-1.66E-04,0.208
560.53198,-1.27E-04,0.208
560.586,-9.50E-05,0.208
560.65997,-1.25E-04,0.208
560.72302,-2.14E-04,0.208
560.789,-2.05E-04,0.208
560.84802,-1.50E-04,0.208
560.92798,-7.17E-05,0.208
560.98999,-1.28E-04,0.208
561.05798,-1.48E-04,0.208
561.12299,-1.13E-04,0.208
561.19299,-1.08E-04,0.208
561.258,-1.29E-04,0.208
561.32001,-1.21E-04,0.208
561.39203,-1.41E-04,0.208
561.45502,-1.20E-04,0.208
561.52899,-9.73E-05,0.208
561.591,-1.27E-04,0.208
561.65503,-1.71E-04,0.208
561.72699,-1.77E-04,0.208
561.789,-1.22E-04,0.208
561.86102,-2.05E-04,0.208
561.92603,-9.62E-05,0.208
561.99103,-6.35E-05,0.208
562.03998,-1.81E-04,0.208
562.12201,-1.59E-04,0.208
562.177,-9.62E-05,0.208
562.24402,-1.04E-04,0.208
562.31598,-1.11E-04,0.208
562.38898,-1.28E-04,0.208
562.45502,-1.27E-04,0.208
562.51398,-1.41E-04,0.208
562.59302,-8.68E-05,0.208
562.65601,-7.52E-05,0.208
562.71503,-1.44E-04,0.208
562.79303,-1.80E-04,0.208
562.85602,-1.59E-04,0.208
562.92297,-1.49E-04,0.208
562.98901,-1.70E-04,0.208
563.05902,-1.56E-04,0.208
563.12903,-1.69E-04,0.208
563.19202,-1.28E-04,0.208
563.263,-1.11E-04,0.208
563.33197,-1.32E-04,0.208
563.40002,-1.48E-04,0.208
563.461,-1.77E-04,0.208
563.53198,-1.32E-04,0.208
563.59698,-1.95E-04,0.208
563.67102,-8.10E-05,0.208
563.73297,-5.30E-05,0.208
563.79401,-1.63E-04,0.208
563.86499,-1.58E-04,0.208
563.93201,-6.58E-05,0.208
563.99103,-7.98E-05,0.208
564.05902,-1.57E-04,0.208
564.12201,-1.65E-04,0.208
564.185,-1.48E-04,0.208
564.25201,-1.50E-04,0.208
564.32001,-1.77E-04,0.208
564.383,-1.16E-04,0.208
564.45001,-1.48E-04,0.208
564.52002,-1.50E-04,0.208
564.58197,-1.48E-04,0.208
564.646,-1.80E-04,0.208
564.71198,-1.49E-04,0.208
564.77802,-7.75E-05,0.208
564.84802,-1.11E-04,0.208
564.91498,-1.31E-04,0.208
564.97302,-1.77E-04,0.208
565.04602,-2.18E-04,0.208
565.11603,-1.59E-04,0.208
565.17999,-1.27E-04,0.208
565.24701,-1.36E-04,0.208
565.31201,-1.20E-04,0.208
565.383,-9.62E-05,0.208
565.45203,-1.35E-04,0.208
565.50702,-1.11E-04,0.208
565.58002,-1.32E-04,0.208
565.64801,-1.34E-04,0.208
565.71198,-9.85E-05,0.208
565.776,-9.73E-05,0.208
565.84601,-1.08E-04,0.208
565.91302,-1.38E-04,0.208
565.97699,-1.53E-04,0.208
566.04401,-1.30E-04,0.208
566.112,-9.62E-05,0.208
566.18402,-1.31E-04,0.208
566.26202,-1.02E-04,0.208
566.31598,-1.09E-04,0.208
566.38599,-1.48E-04,0.208
566.453,-1.44E-04,0.208
566.51398,-1.32E-04,0.208
566.58002,-1.35E-04,0.208
566.64398,-1.37E-04,0.208
566.71503,-1.42E-04,0.208
566.78101,-1.50E-04,0.208
566.84802,-1.30E-04,0.208
566.91602,-1.44E-04,0.208
566.97498,-1.43E-04,0.208
567.052,-1.29E-04,0.208
567.10797,-9.03E-05,0.208
567.17603,-1.14E-04,0.208
567.25,-1.09E-04,0.208
567.31897,-1.21E-04,0.208
567.38702,-1.35E-04,0.208
567.448,-1.67E-04,0.208
567.51599,-1.77E-04,0.208
567.58801,-1.59E-04,0.208
567.64502,-1.17E-04,0.208
567.71301,-1.50E-04,0.208
567.78003,-1.51E-04,0.208
567.84601,-1.90E-04,0.208
567.90802,-1.98E-04,0.208
567.98102,-1.62E-04,0.208
568.04498,-1.04E-04,0.208
568.10498,-1.23E-04,0.208
568.177,-1.06E-04,0.208
568.23798,-1.06E-04,0.208
568.30701,-1.35E-04,0.208
568.37201,-1.38E-04,0.208
568.43799,-1.41E-04,0.208
568.505,-1.44E-04,0.208
568.57001,-1.16E-04,0.208
568.64801,-1.17E-04,0.208
568.71198,-1.51E-04,0.208
568.78302,-1.25E-04,0.208
568.83801,-1.71E-04,0.208
568.90997,-2.43E-04,0.208
568.97803,-1.29E-04,0.208
569.04303,-4.37E-05,0.208
569.104,-5.53E-05,0.208
569.17999,-1.04E-04,0.208
569.23602,-1.51E-04,0.208
569.29999,-1.08E-04,0.208
569.36102,-6.35E-05,0.208
569.43298,-1.21E-04,0.208
569.49402,-1.63E-04,0.208
569.56799,-9.85E-05,0.208
569.63098,-6.23E-05,0.208
569.70697,-7.87E-05,0.208
569.77197,-1.34E-04,0.208
569.83398,-1.57E-04,0.208
569.909,-1.52E-04,0.208
569.97302,-1.36E-04,0.208
570.04401,-1.21E-04,0.208
570.10602,-1.49E-04,0.208
570.17499,-1.77E-04,0.208
570.24402,-1.67E-04,0.208
570.30701,-1.65E-04,0.208
570.37402,-1.64E-04,0.208
570.43298,-2.00E-04,0.208
570.50403,-1.88E-04,0.208
570.56799,-8.33E-05,0.208
570.63599,-9.03E-05,0.208
570.70898,-1.79E-04,0.208
570.77002,-1.93E-04,0.208
570.841,-1.18E-04,0.208
570.91602,-7.87E-05,0.208
570.97101,-2.32E-04,0.208
571.04303,-1.02E-04,0.208
571.11401,-9.85E-05,0.208
571.18298,-8.68E-05,0.208
571.237,-1.27E-04,0.208
571.297,-2.21E-04,0.208
571.37201,-1.02E-04,0.208
571.435,-9.85E-05,0.208
571.51001,-1.23E-04,0.208
571.57202,-1.39E-04,0.208
571.64203,-1.76E-04,0.208
571.70502,-1.63E-04,0.208
571.77399,-7.40E-05,0.208
571.83398,-1.21E-04,0.208
571.901,-1.38E-04,0.208
571.96698,-1.37E-04,0.208
572.04999,-1.28E-04,0.208
572.10498,-1.62E-04,0.208
572.17401,-1.45E-04,0.208
572.25201,-1.62E-04,0.208
572.31299,-1.72E-04,0.208
572.37903,-1.56E-04,0.208
572.45599,-1.44E-04,0.208
572.52502,-1.41E-04,0.208
572.59302,-1.46E-04,0.208
572.65601,-1.93E-04,0.208
572.72198,-2.13E-04,0.208
572.797,-1.74E-04,0.208
572.85901,-1.17E-04,0.208
572.91901,-1.32E-04,0.208
572.98297,-9.85E-05,0.208
573.05402,-1.35E-04,0.208
573.11499,-2.01E-04,0.208
573.17798,-1.28E-04,0.208
573.24597,-7.63E-05,0.208
573.30603,-1.44E-04,0.208
573.37201,-2.13E-04,0.208
573.435,-1.39E-04,0.208
573.49799,-1.29E-04,0.208
573.565,-1.44E-04,0.208
573.63,-1.28E-04,0.208
573.69702,-1.13E-04,0.208
573.75702,-1.20E-04,0.208
573.82898,-1.84E-04,0.208
573.89203,-1.63E-04,0.208
573.961,-1.67E-04,0.208
574.02502,-2.13E-04,0.208
574.08197,-1.86E-04,0.208
574.16199,-1.41E-04,0.208
574.21899,-1.30E-04,0.208
574.289,-1.56E-04,0.208
574.354,-1.35E-04,0.208
574.422,-1.13E-04,0.208
574.49701,-1.08E-04,0.208
574.56403,-1.53E-04,0.208
574.62903,-1.69E-04,0.208
574.70099,-1.63E-04,0.208
574.76898,-1.51E-04,0.208
574.82397,-1.48E-04,0.208
574.89203,-1.42E-04,0.208
574.97101,-1.65E-04,0.208
575.039,-1.90E-04,0.208
575.10602,-1.93E-04,0.208
575.177,-1.83E-04,0.208
575.23999,-9.62E-05,0.208
575.30701,-1.11E-04,0.208
575.37097,-1.42E-04,0.208
575.44598,-1.43E-04,0.208
575.51001,-1.52E-04,0.208
575.58301,-1.53E-04,0.208
575.646,-1.93E-04,0.208
575.71503,-1.50E-04,0.208
575.78003,-9.38E-05,0.208
575.84302,-9.73E-05,0.208
575.914,-1.53E-04,0.208
575.97803,-1.71E-04,0.208
576.04401,-1.57E-04,0.208
576.10797,-1.29E-04,0.208
576.17902,-1.29E-04,0.208
576.24597,-1.56E-04,0.208
576.30701,-1.42E-04,0.208
576.37,-1.65E-04,0.208
576.44299,-1.39E-04,0.208
576.50598,-1.53E-04,0.208
576.57098,-1.41E-04,0.208
576.64203,-1.36E-04,0.208
576.711,-1.44E-04,0.208
576.78003,-1.65E-04,0.208
576.84497,-1.69E-04,0.208
576.90698,-1.71E-04,0.208
576.97803,-1.28E-04,0.208
577.047,-1.31E-04,0.208
577.11102,-1.31E-04,0.208
577.16699,-9.62E-05,0.208
577.23999,-1.69E-04,0.208
577.31097,-2.02E-04,0.208
577.37701,-1.57E-04,0.208
577.44598,-1.59E-04,0.208
577.513,-1.52E-04,0.208
577.58301,-1.35E-04,0.208
577.64697,-6.93E-05,0.208
577.70697,-1.06E-04,0.208
577.771,-1.34E-04,0.208
577.849,-1.36E-04,0.208
577.90601,-1.30E-04,0.208
577.97498,-1.62E-04,0.208
578.04498,-1.71E-04,0.208
578.10901,-1.81E-04,0.208
578.177,-1.51E-04,0.208
578.24103,-1.27E-04,0.208
578.30701,-1.74E-04,0.208
578.37299,-2.13E-04,0.208
578.44202,-1.65E-04,0.208
578.513,-1.38E-04,0.208
578.573,-1.22E-04,0.208
578.65198,-1.48E-04,0.208
578.72302,-1.06E-04,0.208
578.78198,-1.29E-04,0.208
578.85199,-1.23E-04,0.208
578.91803,-9.85E-05,0.208
578.99103,-1.67E-04,0.208
579.05402,-1.42E-04,0.208
579.12299,-1.44E-04,0.208
579.17798,-1.50E-04,0.208
579.24597,-1.42E-04,0.208
579.31598,-1.50E-04,0.208
579.37598,-1.53E-04,0.208
579.45203,-1.16E-04,0.208
579.51501,-1.22E-04,0.208
579.58398,-9.85E-05,0.208
579.65503,-1.36E-04,0.208
579.72601,-1.50E-04,0.208
579.78003,-1.14E-04,0.208
579.85199,-1.18E-04,0.208
579.90997,-1.49E-04,0.208
579.97601,-1.71E-04,0.208
580.04401,-1.76E-04,0.208
580.10797,-1.59E-04,0.208
580.17603,-1.15E-04,0.208
580.24103,-1.27E-04,0.208
580.31299,-1.45E-04,0.208
580.38599,-1.56E-04,0.208
580.45203,-1.50E-04,0.208
580.521,-1.17E-04,0.208
580.591,-1.74E-04,0.208
580.65601,-1.24E-04,0.208
580.71802,-1.16E-04,0.208
580.77802,-1.65E-04,0.208
580.84802,-1.64E-04,0.208
580.91699,-1.38E-04,0.208
580.98199,-1.22E-04,0.208
581.05103,-1.24E-04,0.208
581.11798,-1.63E-04,0.208
581.18298,-1.50E-04,0.208
581.25598,-1.36E-04,0.208
581.31403,-1.18E-04,0.208
581.39001,-1.29E-04,0.208
581.45398,-1.17E-04,0.208
581.52197,-1.41E-04,0.208
581.58197,-1.38E-04,0.208
581.63898,-1.25E-04,0.208
581.71503,-1.18E-04,0.208
581.78198,-1.30E-04,0.208
581.849,-1.09E-04,0.208
581.91498,-1.31E-04,0.208
581.987,-1.48E-04,0.208
582.05798,-1.44E-04,0.208
582.11798,-1.86E-04,0.208
582.19098,-1.80E-04,0.208
582.25598,-1.98E-04,0.208
582.33502,-1.71E-04,0.208
582.39801,-1.08E-04,0.208
582.46698,-1.20E-04,0.208
582.53699,-1.58E-04,0.208
582.604,-1.58E-04,0.208
582.66998,-2.56E-04,0.208
582.73401,-9.50E-05,0.208
582.80103,-5.65E-05,0.208
582.86499,-1.01E-04,0.208
582.927,-8.33E-05,0.208
582.99902,-9.85E-05,0.208
583.05902,-1.17E-04,0.208
583.12402,-1.15E-04,0.208
583.18799,-2.99E-04,0.208
583.263,-7.40E-05,0.208
583.323,-7.17E-05,0.208
583.39301,-5.42E-05,0.208
583.45898,-2.01E-04,0.208
583.53003,-7.63E-05,0.208
583.599,1.70E-05,0.208
583.65997,-6.82E-05,0.208
583.71997,-9.27E-05,0.208
583.789,-1.50E-04,0.208
583.85602,-1.64E-04,0.208
583.92102,-1.14E-04,0.208
583.98798,-1.35E-04,0.208
584.05701,-1.44E-04,0.208
584.12201,-1.31E-04,0.208
584.18597,-1.74E-04,0.208
584.255,-9.38E-05,0.208
584.31702,-9.62E-05,0.208
584.38397,-1.08E-04,0.208
584.44397,-1.50E-04,0.208
584.51501,-1.44E-04,0.208
584.58301,-1.28E-04,0.208
584.65302,-1.50E-04,0.208
584.72699,-1.84E-04,0.208
584.78802,-1.44E-04,0.208
584.85999,-7.17E-05,0.208
